k,state_i,state_j,vi,nmi,ari,q_diff,q_diff_pval
8,3,6,0.22822928454242353,0.6882984833161107,0.4887336740170403,-0.021855856132291684,1.0
8,3,7,0.11784231920075657,0.8388793598170926,0.8104881591469237,0.007903910678005333,1.0
8,4,5,0.2006679216698329,0.725264302169081,0.5927127378387003,0.018732730732693548,1.0
8,4,6,0.1515244362862014,0.7927638965504042,0.6872966706596539,-0.012305864277388334,1.0
8,4,7,0.20128731444206965,0.7243981162364925,0.6000417407308293,0.017453902532908683,1.0
8,5,6,0.23414850727768188,0.6797174116731082,0.48343452311346896,-0.031038595010081882,1.0
8,5,7,0.1417465974077721,0.8058945722257237,0.7703554155316679,-0.001278828199784865,1.0
8,6,7,0.24363756756530847,0.6667157424468073,0.4640117001053674,0.029759766810297017,1.0
9,0,1,0.1754661426910363,0.7628100796678329,0.6954459258212882,-0.021489516336619996,1.0
9,0,2,0.21308203838865403,0.6943834732223214,0.567301701587714,-0.009510361760109554,1.0
9,0,3,0.19704232729294507,0.730370257288927,0.6126008495861355,-0.03152889018154281,1.0
9,0,4,0.18451130611443917,0.7369313453201608,0.647618085813516,0.0037633708421326295,1.0
9,0,5,0.1607400790163073,0.7920004026200185,0.747826268527918,0.021815530577906306,1.0
9,0,6,0.2552772269715002,0.6543195513196838,0.571669938454539,-0.03989539891154936,1.0
9,0,7,0.1681772495548855,0.7718267958738952,0.6894205288009906,-0.04395255445070023,1.0
9,0,8,0.27906936026399204,0.6351256825266424,0.4837131218359433,-0.06020631605111193,1.0
9,1,2,0.16363931014012184,0.7648649646330028,0.6332491139562819,0.011979154576510442,1.0
9,1,3,0.14114413366548725,0.806520905562577,0.6974441251840334,-0.010039373844922816,1.0
9,1,4,0.038389844826977534,0.9451650514379986,0.8880855560816416,0.025252887178752625,1.0
9,1,5,0.12958518047941578,0.8320364294149591,0.7275600017204666,0.0433050469145263,1.0
9,1,6,0.12808897163119423,0.8262481343545092,0.7822933490041009,-0.018405882574929366,1.0
9,1,7,0.1364345195409552,0.8145708066336492,0.7969360623792027,-0.022463038114080236,1.0
9,1,8,0.2463964489991113,0.6773032916442259,0.47722616041104243,-0.038716799714491934,1.0
9,2,3,0.20496269558458297,0.7016361304237281,0.567643256349086,-0.02201852842143326,1.0
9,2,4,0.1830378302910701,0.7216356815502578,0.5659097894823515,0.013273732602242183,1.0
9,2,5,0.19312233641868462,0.7350704308990834,0.6100027560314689,0.03132589233801586,1.0
9,2,6,0.2065944111948666,0.7025896904746803,0.5801538114191217,-0.03038503715143981,1.0
9,2,7,0.22564478572167965,0.6745006497795117,0.5223816432175412,-0.03444219269059068,1.0
9,2,8,0.19225429321121937,0.733351932328146,0.5778143011037828,-0.050695954291002376,1.0
9,3,4,0.17953397849246497,0.7402259911526802,0.608850932288428,0.03529226102367544,1.0
9,3,5,0.23344676593899022,0.6938505634501403,0.5697988104978972,0.05334442075944912,1.0
9,3,6,0.19835950397843238,0.7276077345654071,0.6105509154618008,-0.00836650873000655,1.0
9,3,7,0.14084362651918358,0.8062126670499096,0.6956458562675202,-0.01242366426915742,1.0
9,3,8,0.2384144082030194,0.6840402794447029,0.5098896341395516,-0.028677425869569118,1.0
9,4,5,0.1456448703482927,0.8013349719333436,0.6617552967066981,0.018052159735773676,1.0
9,4,6,0.11851328845386996,0.8304057694719827,0.7771703482696972,-0.04365876975368199,1.0
9,4,7,0.1614801030799199,0.768449817372132,0.7132201506609905,-0.04771592529283286,1.0
9,4,8,0.2619773445812629,0.6387338703645464,0.434003762545292,-0.06396968689324456,1.0
9,5,6,0.21429834629109648,0.7217679600678009,0.6011110573713161,-0.06171092948945567,1.0
9,5,7,0.2359788705054199,0.6930542203243998,0.5628372494286125,-0.06576808502860654,1.0
9,5,8,0.25390832584855094,0.6812495241057848,0.5423704380404784,-0.08202184662901824,1.0
9,6,7,0.17615960317480803,0.7601586070546228,0.6954040935688041,-0.00405715553915087,1.0
9,6,8,0.2613106698704906,0.6571900733059227,0.4379620308281808,-0.020310917139562568,1.0
9,7,8,0.2662265885743857,0.6500900770946779,0.4564420009029246,-0.016253761600411698,1.0
10,0,1,0.15893461297298195,0.7776657883797907,0.6441112968847595,0.054330601868575634,1.0
10,0,2,0.24512134054141407,0.6491967668600684,0.45953398539405593,0.027774623468219017,1.0
10,0,3,0.1165719292879657,0.8420644240687359,0.8003438988656602,0.013461379511935156,1.0
10,0,4,0.1600406549267275,0.781440481593561,0.6676577733666612,0.0008839368937411107,1.0
10,0,5,0.17132349568891803,0.753462472763852,0.642297758731768,0.01874750056633734,1.0
10,0,6,0.23645207963447576,0.6583224007080948,0.5087158993185613,0.05835675147473707,1.0
10,0,7,0.11609965604540899,0.83295773467099,0.7743564862209434,0.039413907381899094,1.0
10,0,8,0.05176887002882928,0.9292627539508999,0.9247983594916717,0.0031945614953743373,1.0
10,0,9,0.2629307067810611,0.6539428846264373,0.4365800759994546,-0.018137506908669332,1.0
10,1,2,0.23255120846357158,0.6595148312172091,0.514796317349866,-0.026555978400356617,1.0
10,1,3,0.18301900763863524,0.7466354350840665,0.6194625985337125,-0.04086922235664048,1.0
10,1,4,0.2055343286130343,0.7131445920698392,0.5784030690627057,-0.053446664974834523,1.0
10,1,5,0.18990322226760878,0.7203913029375231,0.5880677738973082,-0.035583101302238296,1.0
10,1,6,0.21100428746650848,0.6879969319457525,0.5604043457912712,0.004026149606161433,1.0
10,1,7,0.15574365060377696,0.7707251682275198,0.6212583778698233,-0.01491669448667654,1.0
10,1,8,0.16281141939398977,0.7726427179261393,0.6490328260379735,-0.0511360403732013,1.0
10,1,9,0.2435388900949016,0.6726831671591911,0.5059593295620741,-0.07246810877724497,1.0
10,2,3,0.25188780262340976,0.6433457105335413,0.46900398560195755,-0.014313243956283861,1.0
10,2,4,0.27023763138523715,0.614170056551041,0.4854949869662212,-0.026890686574477907,1.0
