node_idx,roi_name,module,participation_coef,within_module_zscore,node_role,pc_z_score,pc_p_value,pc_significant
0,Acumbens_left,1,0.0,0.8427487745484062,1,-9.125684303109876,0.0,True
1,AID_left,2,0.4348147705768275,-0.7283108023242532,2,-4.275763829344373,0.001,True
2,AIP_left,1,0.40845164524008604,0.4919955514013547,2,-5.621050282157854,0.0,True
3,AIV_left,1,0.37087974208409713,0.13471987050045645,2,-5.119943138444018,0.004,True
4,Amygdala_left,1,0.0,-0.12636153486393686,1,-10.147353744464128,0.0,True
5,Au1_left,3,0.20871723081465443,-0.05606643646108805,2,-6.07587694531577,0.0,True
6,AUD_left,3,0.0,0.4062388504189807,1,-9.351413186176414,0.0,True
7,AuV_left,3,0.3682458822824949,-1.3732360513060562,2,-1.7078083162580349,0.095,False
8,Brainstem_left,4,0.0,-1.0585004179897664,1,-5.86647337322636,0.003,True
9,Cent_Gray_left,4,0.36672583752053467,-0.4706087321531796,2,-4.361118334045227,0.004,True
10,Cerebellum_left,4,0.5793060306101447,-1.872904341752789,2,-0.06461093586305813,0.911,False
11,Cg_left,5,0.48273042502953956,-0.7846872226897347,2,-2.1239780277747853,0.043,True
12,DI_left,2,0.44548938809228855,-0.6315109002459506,2,-4.256443351714591,0.005,True
13,DLEnt_left,4,0.0,0.21321595548654607,1,-10.730503397506569,0.0,True
14,Ect_left,4,0.26219837271768454,-1.312294138486598,2,-3.350780799039824,0.009,True
15,Fr3_left,2,0.2096029001255587,-0.7218443695758442,2,-5.506295253221175,0.001,True
16,GIDI_left,1,0.3082193478192695,-1.3882718818262851,2,-2.8734195296922778,0.021,True
17,GI_left,2,0.16227336702776107,0.7280837144929458,2,-9.487060845387996,0.0,True
18,Hipp_CA1_A_left,3,0.0,1.2353797766540016,1,-12.836820868933103,0.0,True
19,Hipp_CA2_left,3,0.0,0.28544026362023456,1,-9.078025691418205,0.0,True
20,Hipp_CA3_A_left,3,0.15295055976088368,-0.701278774999076,2,-5.169723797867528,0.002,True
21,Hipp_CA3_P_left,3,0.0,-0.32976730283410527,1,-6.962380678319347,0.001,True
22,Hipp_dentegyrus_A_left,3,0.0,0.8265416934086732,1,-12.005764163343867,0.0,True
23,Hipp_dentegyrus_P_left,3,0.48890352897275924,-1.4300283276470849,2,-1.2947100536364666,0.127,False
24,Hipp_FC_left,3,0.16245162970254268,-0.7070764188535521,2,-5.372118535312787,0.001,True
25,Hipp_Sub_A_left,3,0.34106575345787693,-0.4249060651822719,2,-4.959492300707379,0.0,True
26,Hipp_Sub_P_left,4,0.409114581741453,-0.8258362565837598,2,-3.215907853402929,0.007,True
27,Hypothalamus_left,1,0.0,-0.5261482332150133,1,-6.880019548433354,0.001,True
28,IL_left,1,0.18077817184439882,0.7134927175086826,2,-7.107682390724163,0.0,True
29,Inferior_Colliculus_left,4,0.0,-0.13448730903559644,1,-9.35084438782236,0.0,True
30,LPtA_left,3,0.0,2.135456919285488,1,-16.053929486497427,0.0,True
31,LSeptn_left,1,0.0,1.346490100544654,1,-11.419576213687408,0.0,True
32,M1_left,5,0.6005288837256266,-1.6603674077716666,2,-0.9619455694834145,0.314,False
33,M2_left,5,0.24205605950831288,-0.10314073877661474,2,-4.401682332679668,0.001,True
34,MPtA_left,3,0.0,1.6761296655251843,1,-14.138174669609093,0.0,True
35,Piriform_left,1,0.0,-0.135548490674682,1,-6.850189999420032,0.001,True
36,PRh_left,4,0.0,-1.2704484671076426,1,-5.507548368039953,0.002,True
37,PrL_left,1,0.4024233813183521,-0.2747659843856746,2,-3.4250394237913038,0.003,True
38,PtPD_left,3,0.0,1.640223238597108,1,-14.107732353548153,0.0,True
39,Rest_of_Midbrain_left,3,0.0,-0.7115737892907025,1,-5.911769984222831,0.0,True
40,RSD_left,3,0.20551353657949833,-0.9784330586790451,2,-3.9427507851480654,0.008,True
41,RSGb_left,4,0.4852471753021993,-1.4570771236925644,2,-1.335757303140491,0.147,False
42,RSGc_left,3,0.40052201057164616,-0.007931985176198204,2,-5.59343127005723,0.0,True
43,S1BF_left,3,0.0,-1.1125256355893027,1,-4.771110781289249,0.008,True
44,S1DZ0_left,2,0.0,-0.19626623211210253,1,-8.227922410504606,0.0,True
