node_idx,roi_name,module,participation_coef,within_module_zscore,node_role,pc_z_score,pc_p_value,pc_significant
0,Acumbens_left,1,0.18926166182499304,0.17983621656971552,2,-8.342463965558661,0.0,True
1,AID_left,2,0.3404974699438186,-0.9972644251527499,2,-6.10441698914702,0.0,True
2,AIP_left,3,0.4203991507468683,2.00587790731286,2,-6.181249731930326,0.0,True
3,AIV_left,3,0.6512508342803958,-1.2224299568909158,3,-0.6956830068203546,0.452,False
4,Amygdala_left,3,0.2954972688309546,-0.7226475454852952,2,-3.5589957369408163,0.005,True
5,Au1_left,4,0.22468821210820533,-0.344903470221088,2,-6.562850182704142,0.0,True
6,AUD_left,4,0.0,-0.12160614364221824,1,-7.864288479856903,0.0,True
7,AuV_left,4,0.6062342168649281,-1.598732946067738,2,-0.0712407040129037,1.0,False
8,Brainstem_left,5,0.0,-0.1835071458333556,1,-7.625100144173483,0.0,True
9,Cent_Gray_left,5,0.3323051018211214,0.4939161858349667,2,-5.554071064016466,0.0,True
10,Cerebellum_left,5,0.0,-1.4498774207611607,1,-5.075346311064292,0.007,True
11,Cg_left,1,0.0,1.1982153900017956,1,-12.504094753219407,0.0,True
12,DI_left,2,0.4325332420742979,-0.8377063218916839,2,-5.953070027769702,0.0,True
13,DLEnt_left,5,0.15177924730654624,1.3459277775099683,2,-9.740905820288878,0.0,True
14,Ect_left,5,0.23290783337905452,-0.7638159664084779,2,-5.796747554803779,0.0,True
15,Fr3_left,2,0.21442625767449608,-0.9307392211732862,2,-6.5773600990966745,0.001,True
16,GIDI_left,3,0.588791080565372,-1.2515820065210128,2,-1.1511977766243175,0.164,False
17,GI_left,2,0.31282151035142347,0.7653907408393166,2,-9.848473808923394,0.0,True
18,Hipp_CA1_A_left,4,0.0,0.9289273392809141,1,-13.787048133715103,0.0,True
19,Hipp_CA2_left,4,0.0,-0.34848574540516214,1,-7.72255684111982,0.0,True
20,Hipp_CA3_A_left,4,0.1888141124445437,-0.40614423856094856,2,-6.689894059319258,0.0,True
21,Hipp_CA3_P_left,4,0.0,-0.35877143754579505,1,-7.910064845226122,0.0,True
22,Hipp_dentegyrus_A_left,4,0.0,0.27570964268794584,1,-10.344930226505104,0.0,True
23,Hipp_dentegyrus_P_left,4,0.479146963068234,-1.3433689686964436,2,-1.807276625767136,0.054,False
24,Hipp_FC_left,4,0.20576991595145844,-0.5923924303682518,2,-5.7499413344828,0.0,True
25,Hipp_Sub_A_left,4,0.36777549560703027,-0.3639243760323877,2,-5.356615843474627,0.0,True
26,Hipp_Sub_P_left,5,0.448957258307189,-0.5814620230412734,2,-3.257972837275788,0.011,True
27,Hypothalamus_left,3,0.0,0.4047799203330833,1,-7.779364416956223,0.0,True
28,IL_left,1,0.0,1.166521742113718,1,-12.787831797212107,0.0,True
29,Inferior_Colliculus_left,5,0.0,0.8256807727333128,1,-8.659167458412721,0.0,True
30,LPtA_left,4,0.0,1.2642259267147844,1,-13.88229653492271,0.0,True
31,LSeptn_left,1,0.0,0.07872555046694729,1,-9.478904293093738,0.0,True
32,M1_left,1,0.4125636052920104,-0.7108330636347249,2,-4.130532176054214,0.005,True
33,M2_left,1,0.0,0.7138375401473059,1,-12.36220430072525,0.0,True
34,MPtA_left,4,0.1312061184106338,1.845755259690191,2,-14.523444856584293,0.0,True
35,Piriform_left,3,0.358395463790785,0.5957771336212513,2,-4.665774109337338,0.002,True
36,PRh_left,5,0.0,-0.8231661476185906,1,-6.532340167710134,0.002,True
37,PrL_left,1,0.0,0.8998567614536316,1,-11.68603598758647,0.0,True
38,PtPD_left,4,0.0,0.9247732419374388,1,-12.901558202524432,0.0,True
39,Rest_of_Midbrain_left,4,0.24624425742400724,-0.6860114898276529,2,-5.386411416475232,0.0,True
40,RSD_left,4,0.0,-0.47552538734613775,1,-6.754951467728368,0.001,True
41,RSGb_left,4,0.44313278597006955,-0.9577880261815306,2,-2.9795815929667255,0.009,True
42,RSGc_left,4,0.2658758945723356,0.9085652327109573,2,-10.502192854804523,0.0,True
43,S1BF_left,4,0.5986445198792716,-1.2639013320487373,2,-1.0613273959236318,0.211,False
44,S1DZ0_left,2,0.0,-0.8316185431281222,1,-8.380781712811723,0.0,True
45,S1DZ_left,2,0.573221328528727,-2.1419856355343603,2,-1.8901774031703569,0.042,True
46,S1FL_left,1,0.6556205626403095,-1.742148040005271,3,-0.6551763986795685,0.481,False
47,S1HL_left,4,0.4824589160316538,-0.8368492481575066,2,-3.279867317362003,0.011,True
48,S1J_left,2,0.0,0.6755913537263556,1,-13.075192594832007,0.0,True
49,S1Tr_left,4,0.0,1.3382165995822206,1,-15.799993585084792,0.0,True
50,S1ULp_left,2,0.15402650691077713,0.17470435843056542,2,-9.499866895620084,0.0,True
51,S2_left,2,0.3004102037950087,-0.3211743003024116,2,-7.040279624233494,0.0,True
52,SaA_left,1,0.49999521094180055,-1.830420825550363,2,-2.233962552934249,0.048,False
53,SaM_left,3,0.43876981670783977,-0.37632927541074856,2,-3.4731770203416614,0.013,True
54,SaP_left,3,0.0,0.7705037173780859,1,-9.108928184427253,0.0,True
55,Superior_Colliculus_left,5,0.34814978149218334,0.49369809831261574,2,-5.241916315188054,0.0,True
56,TeA_left,5,0.6103474517958126,-0.5239052778647562,2,-1.9341184135173917,0.054,False
57,Thalamus_A_left,3,0.0,0.8078747914729945,1,-8.890143240791907,0.0,True
58,Thalamus_P_left,3,0.45897446020270183,-1.2864412697571193,2,-2.071608303423193,0.036,True
59,V1B_left,4,0.5891830551161178,-1.1171533610822253,2,-1.1456962572891503,0.186,False
60,V1_left,4,0.3070199972219301,0.6311418815637068,2,-8.057578407317973,0.0,True
61,V2L_left,4,0.5488624992652182,-0.6953843811880905,2,-2.2233979422671566,0.024,True
62,V2ML_left,4,0.24121982906159978,1.8039405194283584,2,-12.432515034840746,0.0,True
63,VP_mfb_left,1,0.4798748046090614,-0.9033510095542386,2,-3.983317512217399,0.005,True
64,Acumbens_right,1,0.2902296880918699,0.5489409814425212,2,-8.275958909831454,0.0,True
65,AID_right,2,0.0,0.9383299732093154,1,-12.438231771780313,0.0,True
66,AIP_right,2,0.26068728001305663,0.32642013385280205,2,-9.180073369574208,0.0,True
67,AIV_right,2,0.17731257327933647,-0.11283080665889357,2,-8.458350288906695,0.0,True
68,Amygdala_right,3,0.30209243329532165,1.8840119365914647,2,-6.4322277587447445,0.0,True
69,Brainstem_right,5,0.16071230379388812,0.5580480076362851,2,-8.826464640075576,0.0,True
70,Central_Gray_right,5,0.0,1.6043843987483684,1,-10.821977818363665,0.0,True
71,Cerebellum_right,5,0.0,-1.0188895294416802,1,-6.488331985412767,0.001,True
72,Cg_right,1,0.0,1.1055092514517695,1,-12.661978075656126,0.0,True
73,DI_right,2,0.0,1.03634313568401,1,-12.733786347347847,0.0,True
74,DLEnt_right,6,0.4560056306982211,-1.98898682716906,2,-3.1094441285702095,0.015,True
75,Ect_right,6,0.25856292549264004,-1.3620077695585755,2,-5.008017418420722,0.0,True
76,GI_right,2,0.0,1.5090745435220072,1,-14.095818336141507,0.0,True
77,Hipp_CA1_A_right,6,0.1623685481668138,1.0412593480448364,2,-10.610033835435553,0.0,True
78,Hipp_CA1_P_right,6,0.12886363786203792,1.0071944975611768,2,-11.181304735183947,0.0,True
79,Hipp_CA2_right,6,0.2750509478722756,-0.20401287296491363,2,-7.401019690632164,0.0,True
80,Hipp_CA3_A_right,6,0.2578077172585709,-1.328387782769364,2,-4.888660935770234,0.002,True
81,Hipp_CA3_P_right,6,0.14341667894289278,0.47175687925687865,2,-9.800617459686837,0.0,True
82,Hipp_dentegyrus_A_right,6,0.4034339239095349,-0.22072371243584407,2,-6.589931521372587,0.0,True
83,Hipp_dentegyrus_P_right,6,0.24503287613362235,0.921182658384778,2,-9.790467231006582,0.0,True
84,Hipp_FC_right,4,0.38773708413905117,-0.2852200446798249,2,-4.999377576433755,0.0,True
85,Hipp_Sub_A_right,6,0.3751122965748699,0.2818792712622092,2,-7.659078988528755,0.0,True
86,Hipp_Sub_P_right,6,0.2679185257042207,0.43420654081684035,2,-7.767475246004059,0.0,True
87,Hypothalamus_right,3,0.40177958792934265,-0.42700292256441547,2,-4.052942405814756,0.004,True
88,IL_right,1,0.0,1.2465628915002505,1,-13.442064946642333,0.0,True
89,Inferior_Colliculus_right,5,0.0,0.9879333583634725,1,-9.11434484431102,0.0,True
90,LSeptn_right,1,0.29849562753362935,-0.33451486302205957,2,-6.038149159117957,0.0,True
91,M1_right,1,0.412317556197788,0.2670415464532319,2,-6.064085346733564,0.0,True
92,M2_right,1,0.3105497374298476,0.7021701778048329,2,-7.755682966903828,0.0,True
93,Olfactory_Bulb_right,1,0.346603094806466,-0.18926453376061425,2,-6.08972113237537,0.0,True
94,Piriform_right,3,0.5476850885997753,0.22395666754812485,2,-2.749238359162141,0.018,True
95,PrL_right,1,0.0,1.3080811986413055,1,-12.848763638762225,0.0,True
96,Rest_of_Midbrain_right,5,0.6063672126313396,-1.832377580147554,2,-0.9445842916452984,0.328,False
97,RSD_right,4,0.4826836924129072,-0.7888191504222846,2,-3.1786468086526307,0.013,True
98,RSGb_right,4,0.1351002549706447,1.8994754604868433,2,-14.94530804277486,0.0,True
99,RSGc_right,4,0.2899513380646441,0.7642510733906503,2,-9.092859303875498,0.001,True
100,S1BF_right,1,0.5069842968396071,-1.737024296827303,2,-1.353067419194071,0.116,False
101,S1DZ_right,1,0.2200197803264795,-0.6619352621732464,2,-5.0430616968263235,0.004,True
102,S1FL_right,1,0.0,-0.2465300038707157,1,-7.844541888905499,0.0,True
103,S1HL_right,1,0.49935688185685323,-1.0592773496484897,2,-3.300403949251937,0.011,True
104,S1ULp_right,2,0.172436878772801,-0.7105677590336062,2,-7.104457449709344,0.001,True
105,S2_right,2,0.0,1.4580327736107463,1,-14.439082934960059,0.0,True
106,SaA_right,3,0.5165006157714216,-0.924717321535824,2,-1.9679066484941712,0.051,False
107,SaM_right,3,0.2295807249203099,-0.16688444763896834,2,-4.728141162588397,0.004,True
108,SaP_right,3,0.2448403193820845,0.17441738769603016,2,-5.195258174779068,0.003,True
109,Superior_Colliculus_right,5,0.5137368588681462,0.8674124919778596,2,-4.7004495410651765,0.002,True
110,TeA_right,6,0.35629746919522687,0.946639769571044,2,-8.282519799471128,0.0,True
111,Thalamus_A_right,3,0.0,1.1484843213255347,1,-11.167147096659148,0.0,True
112,Thalamus_P_right,3,0.36120062876888137,-1.3068950450027277,2,-2.687224087263975,0.026,True
113,VP_mfb_right,3,0.4852760806548688,-0.3307539924724023,2,-3.2173540503935376,0.008,True
