k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy,data_type
7,2,,9.912280701754385,0.6042717344906182,0.29333213993158813,0.29284431001850625,A_positive,stim
7,3,,9.912280701754385,0.6270784516796423,0.316116341581136,0.28318970298729695,A_positive,stim
7,4,,9.912280701754385,0.6376424252874069,0.3342768102115627,0.2733009908774321,A_positive,stim
7,5,,9.912280701754385,0.6241207916129694,0.3617899547577195,0.2728553126105965,A_positive,stim
7,6,,11.894736842105264,0.6360990258127663,0.398584284559073,0.2844507681074393,A_positive,stim
7,7,,9.912280701754385,0.6248371676014288,0.3061908813591644,0.286136512410089,A_positive,stim
7,1,,7.9298245614035086,0.6938464295237579,0.23362336343471884,0.19256141077364897,A_negative,stim
7,2,,5.947368421052632,0.6044530227735989,0.16721824882933342,0.26160950637896896,A_negative,stim
7,3,,5.947368421052632,0.6305321734336278,0.16530350127277646,0.23814556121679037,A_negative,stim
7,4,,5.947368421052632,0.6398769355364989,0.16752211503631684,0.21229845488154647,A_negative,stim
7,5,,7.9298245614035086,0.6856009450228937,0.23643069880262046,0.19746262695231928,A_negative,stim
7,6,,7.9298245614035086,0.6866868704573592,0.2392388817623629,0.22670273389296833,A_negative,stim
7,7,,5.947368421052632,0.6218486757086987,0.16670904897229913,0.25363577891383676,A_negative,stim
7,1,,13.87719298245614,0.6286070652046112,0.27974553597913115,0.3209149284949947,B,stim
7,2,,15.859649122807017,0.5707569544342214,0.24519862717647678,0.387611026819928,B,stim
7,3,,15.859649122807017,0.5913943089199436,0.26104718799325927,0.36621391206298387,B,stim
7,4,,13.87719298245614,0.6095848010017626,0.2500732665756301,0.34140756019513746,B,stim
7,5,,15.859649122807017,0.6293745432461542,0.3082668457765471,0.3315241088380841,B,stim
7,6,,13.87719298245614,0.634533729880228,0.2605074372404381,0.3407925526496602,B,stim
7,7,,15.859649122807017,0.5902571892588868,0.25215381198898684,0.37893590244154535,B,stim
8,1,,9.912280701754385,0.6260409835090187,0.35387542160694796,0.2691751422097992,A_positive,stim
8,2,,11.894736842105264,0.6238169700952472,0.36340132323322133,0.2888608685298384,A_positive,stim
8,3,,9.912280701754385,0.637024356170907,0.35679571292040924,0.275178585193514,A_positive,stim
8,4,,9.912280701754385,0.6344952523052099,0.3255723668970282,0.2802454169021582,A_positive,stim
8,5,,11.894736842105264,0.627316179399966,0.4073553085458315,0.28348887376152637,A_positive,stim
8,6,,11.894736842105264,0.603622834471289,0.34034479499064774,0.3041660433185533,A_positive,stim
8,7,,7.9298245614035086,0.6213533019884188,0.2964639172232136,0.2581036758201752,A_positive,stim
8,8,,11.894736842105264,0.6124364998166041,0.3568382258868413,0.3015629464897061,A_positive,stim
8,1,,7.9298245614035086,0.6852093752176504,0.2333028825557308,0.19674089351423393,A_negative,stim
8,2,,7.9298245614035086,0.6155048242251993,0.2112239955839424,0.2456101572383239,A_negative,stim
8,3,,7.9298245614035086,0.6822098659048468,0.23337654374146405,0.2177498241132349,A_negative,stim
8,4,,5.947368421052632,0.6434318422326252,0.17261008223862964,0.23142423925793648,A_negative,stim
8,5,,5.947368421052632,0.7147810875703203,0.18681289498256096,0.20931204814837626,A_negative,stim
8,6,,5.947368421052632,0.6111646452800715,0.15983196661998286,0.2650335522268383,A_negative,stim
8,7,,7.9298245614035086,0.6841288963972427,0.2316860974762906,0.1940669964582476,A_negative,stim
8,8,,5.947368421052632,0.6196294647924396,0.1697342092996878,0.2503632365003383,A_negative,stim
8,1,,13.87719298245614,0.6242921613640654,0.27550804951978103,0.3228004301415361,B,stim
8,2,,15.859649122807017,0.591705950672569,0.25867004247411024,0.3701946633888399,B,stim
8,3,,13.87719298245614,0.6320962885884576,0.2654161016623912,0.33442358413587714,B,stim
8,4,,15.859649122807017,0.6089106650249636,0.2707490510598644,0.3609863504115469,B,stim
8,5,,15.859649122807017,0.6287793949196121,0.29877567864062177,0.3399088845884638,B,stim
8,6,,15.859649122807017,0.5657431096412164,0.2402050010777814,0.38947100825479347,B,stim
8,7,,15.859649122807017,0.624937348127783,0.30668830458075425,0.332170123182969,B,stim
8,8,,15.859649122807017,0.5837651975270747,0.25512361185193144,0.37846121947658207,B,stim
9,1,,9.912280701754385,0.6171955089299397,0.2979591109672058,0.28830100771041683,A_positive,stim
9,2,,9.912280701754385,0.613068040447255,0.3568251225484009,0.2690212845457868,A_positive,stim
9,3,,9.912280701754385,0.6403731569014524,0.33695776886506684,0.2807966080317837,A_positive,stim
9,4,,11.894736842105264,0.6112801976546409,0.354129920191189,0.29854815018467573,A_positive,stim
9,5,,9.912280701754385,0.633857565486059,0.34938977088196455,0.27280213404964043,A_positive,stim
9,6,,9.912280701754385,0.6330995803777384,0.34087614739143807,0.27634080839494723,A_positive,stim
9,7,,9.912280701754385,0.629181029247694,0.36368240253772716,0.2691808010019105,A_positive,stim
9,8,,9.912280701754385,0.6202343888711741,0.3407461857192351,0.2751493041985837,A_positive,stim
9,9,,9.912280701754385,0.6172045308423654,0.29003678918892106,0.29233256229069415,A_positive,stim
9,1,,5.947368421052632,0.6151573023874939,0.16299175836817445,0.2630720184029417,A_negative,stim
9,2,,7.9298245614035086,0.6880885865791395,0.23685323846345718,0.19640858419978216,A_negative,stim
9,3,,7.9298245614035086,0.6484595501856186,0.23898888057035383,0.2324710024030515,A_negative,stim
9,4,,5.947368421052632,0.6191299142474715,0.16563065538938165,0.24899930542838639,A_negative,stim
9,5,,5.947368421052632,0.669825404692511,0.1759860299222989,0.20699738749042398,A_negative,stim
9,6,,7.9298245614035086,0.6588384554349386,0.23230670663247158,0.22490982490308417,A_negative,stim
9,7,,7.9298245614035086,0.7009623198910236,0.23746288548430783,0.18808942097863143,A_negative,stim
9,8,,7.9298245614035086,0.6622959938249144,0.2282261180224559,0.21822369441066447,A_negative,stim
9,9,,7.9298245614035086,0.5960485427173551,0.20682168602093165,0.27118269881204854,A_negative,stim
9,1,,15.859649122807017,0.5791603575720186,0.2445661779301467,0.3845562042160309,B,stim
9,2,,15.859649122807017,0.6298538551396372,0.3067579432736135,0.3332577112933036,B,stim
9,3,,13.87719298245614,0.6192660367929712,0.25376492108552917,0.34574622805629657,B,stim
9,4,,15.859649122807017,0.5825813624879495,0.25320122747825297,0.3786155750193439,B,stim
9,5,,13.87719298245614,0.6297841560702682,0.26120228019976965,0.3368007203618653,B,stim
9,6,,15.859649122807017,0.6153407807874068,0.28589705191974435,0.34990436825214943,B,stim
9,7,,15.859649122807017,0.6296680699180353,0.31425402239841654,0.32440330138666523,B,stim
9,8,,13.87719298245614,0.6120923339191209,0.25887788702622216,0.3376236041567533,B,stim
9,9,,17.842105263157894,0.5690463800997838,0.26585178825282035,0.39795307841814836,B,stim
10,1,,9.912280701754385,0.6226991455227928,0.3541480526818491,0.2723149689700046,A_positive,stim
10,2,,9.912280701754385,0.6107887894447757,0.3556276004052304,0.2701122614891326,A_positive,stim
10,3,,9.912280701754385,0.6315913998553342,0.339464131717855,0.27729166227501617,A_positive,stim
10,4,,9.912280701754385,0.6282852036824425,0.3102957901743603,0.2890080021145602,A_positive,stim
10,5,,11.894736842105264,0.6092254818196907,0.3423504437642297,0.2973895322161113,A_positive,stim
10,6,,7.9298245614035086,0.64137884131206,0.31091586460906806,0.2561868527052119,A_positive,stim
10,7,,9.912280701754385,0.634467017697323,0.3198292751579875,0.2761669295802562,A_positive,stim
10,8,,11.894736842105264,0.591982092253115,0.335799257535523,0.3091667244424203,A_positive,stim
10,9,,9.912280701754385,0.6225548591714272,0.29953256115542987,0.2878492416598115,A_positive,stim
10,10,,9.912280701754385,0.6280178606947435,0.33880819986497396,0.2698996886969899,A_positive,stim
10,1,,7.9298245614035086,0.6708823891240829,0.2309701886625059,0.19951331466529137,A_negative,stim
10,2,,7.9298245614035086,0.6752471477251386,0.23573253759035548,0.19476578703396216,A_negative,stim
10,3,,5.947368421052632,0.6604743191224112,0.1754490382741821,0.22465253669472982,A_negative,stim
10,4,,5.947368421052632,0.6213609229836532,0.17285234848069028,0.2453568239141056,A_negative,stim
10,5,,5.947368421052632,0.6314404814917873,0.16067955491113678,0.26206616922034875,A_negative,stim
10,6,,7.9298245614035086,0.735301999618138,0.24740628435601625,0.20010348241379183,A_negative,stim
10,7,,5.947368421052632,0.644951400698216,0.16883644165898917,0.23244617184332814,A_negative,stim
10,8,,5.947368421052632,0.5870847697527681,0.1629489234902945,0.267400190757397,A_negative,stim
10,9,,7.9298245614035086,0.6172171618290593,0.2162352397861088,0.2748716846992177,A_negative,stim
10,10,,7.9298245614035086,0.6513388667319914,0.22118986894076145,0.21591118267710746,A_negative,stim
10,1,,15.859649122807017,0.619827955034004,0.30248544488381635,0.33525148233676816,B,stim
10,2,,15.859649122807017,0.6278828480375642,0.30761062211218515,0.33275593184733154,B,stim
10,3,,13.87719298245614,0.6116432176110045,0.2512618441270847,0.3443226193711586,B,stim
10,4,,15.859649122807017,0.5920053016368506,0.2593232396761219,0.374842549704474,B,stim
10,5,,15.859649122807017,0.5778651964491708,0.24386175069125157,0.38360610638834364,B,stim
10,6,,13.87719298245614,0.6442375078562826,0.2853796288374435,0.31940686290407566,B,stim
10,7,,15.859649122807017,0.5977890975154084,0.26787894798367495,0.3633389633809067,B,stim
10,8,,15.859649122807017,0.5601063733638428,0.23858062831018093,0.39410357111220257,B,stim
10,9,,15.859649122807017,0.5816600286962526,0.24637348799754538,0.3835199102903672,B,stim
10,10,,15.859649122807017,0.6152881552097849,0.2843211881808265,0.346998107240094,B,stim
11,1,,9.912280701754385,0.6277324099790724,0.35636823196267525,0.26747446667956243,A_positive,stim
11,2,,11.894736842105264,0.610705298334048,0.36659238145206086,0.294975096253689,A_positive,stim
11,3,,9.912280701754385,0.6067015918861909,0.2832819643055809,0.29411496099956497,A_positive,stim
11,4,,9.912280701754385,0.6029781606853772,0.2881028748076651,0.2941430332748959,A_positive,stim
11,5,,9.912280701754385,0.6381474070714372,0.3447350863894644,0.2783109758005135,A_positive,stim
11,6,,9.912280701754385,0.6221491163858832,0.3240823557271342,0.2807973730582895,A_positive,stim
11,7,,9.912280701754385,0.6266374370807422,0.327947622930025,0.28263444495890955,A_positive,stim
11,8,,9.912280701754385,0.6180442622980123,0.3508780993827163,0.274307377623101,A_positive,stim
11,9,,9.912280701754385,0.6320670060546683,0.33558145933396133,0.2741069419439024,A_positive,stim
11,10,,9.912280701754385,0.6299393892639058,0.3012647370004221,0.28317139792062607,A_positive,stim
11,11,,11.894736842105264,0.6210640462650953,0.4163351321922294,0.28030758183901217,A_positive,stim
11,1,,7.9298245614035086,0.7100070965181298,0.23863700118266437,0.19731227282860955,A_negative,stim
11,2,,5.947368421052632,0.6486724259396537,0.17277288591303339,0.2538429848856665,A_negative,stim
11,3,,5.947368421052632,0.5926041618175656,0.1610081403526615,0.272801348686639,A_negative,stim
11,4,,7.9298245614035086,0.6054874179358609,0.21579600770592106,0.2838728038016612,A_negative,stim
11,5,,7.9298245614035086,0.6716371900530059,0.2427682689213718,0.22861911539986438,A_negative,stim
11,6,,5.947368421052632,0.6448524234767133,0.17264683531293626,0.2305064881837512,A_negative,stim
11,7,,7.9298245614035086,0.635430401331046,0.23014798466649058,0.23473810374514534,A_negative,stim
11,8,,7.9298245614035086,0.6629027227544164,0.23115653579617254,0.20558536682071313,A_negative,stim
11,9,,7.9298245614035086,0.649391222710858,0.22202845900886875,0.2307393887005634,A_negative,stim
11,10,,7.9298245614035086,0.6081439908960138,0.2064143341096902,0.2548231151981419,A_negative,stim
11,11,,7.9298245614035086,0.6919940037407137,0.2378257052368691,0.19557801919083984,A_negative,stim
11,1,,15.859649122807017,0.6275518014890791,0.3104027266581335,0.330597263547932,B,stim
11,2,,15.859649122807017,0.5977413823170262,0.2601498448845815,0.37606325482872005,B,stim
11,3,,17.842105263157894,0.5631278886755313,0.26048989150568014,0.40588896395953455,B,stim
11,4,,15.859649122807017,0.5659009871103314,0.2395543801658586,0.392702817346003,B,stim
11,5,,15.859649122807017,0.6257597273179469,0.288819499963316,0.3495564624519992,B,stim
11,6,,15.859649122807017,0.6053276125381404,0.27136667859687724,0.36236551885520496,B,stim
11,7,,15.859649122807017,0.6040207000552591,0.27554387271851155,0.3599531185910057,B,stim
11,8,,15.859649122807017,0.6187730087198252,0.2974211629654594,0.3404375369602039,B,stim
11,9,,15.859649122807017,0.6061344784618677,0.2774448113688166,0.3538736010929182,B,stim
11,10,,15.859649122807017,0.5808992122825697,0.2499285666038433,0.3779881358294042,B,stim
11,11,,15.859649122807017,0.6309566460767785,0.3087475996212443,0.32946562625003595,B,stim
12,1,,9.912280701754385,0.630344325714202,0.3629664596887273,0.268991400013167,A_positive,stim
12,2,,11.894736842105264,0.6137245863568048,0.3650061496041073,0.2840359017689447,A_positive,stim
12,3,,11.894736842105264,0.5933017594879451,0.33055558199017565,0.3101409409157564,A_positive,stim
12,4,,11.894736842105264,0.6090904730087879,0.34526494953543263,0.3013332740367947,A_positive,stim
12,5,,9.912280701754385,0.6322619186064139,0.3514736198875098,0.2751135488632162,A_positive,stim
12,6,,9.912280701754385,0.6216664300012069,0.36105856147873866,0.2704933033830069,A_positive,stim
12,7,,9.912280701754385,0.6164992941138137,0.31355996950710824,0.2823118861435973,A_positive,stim
12,8,,9.912280701754385,0.6524762403010391,0.34092043709125985,0.27767842011529636,A_positive,stim
12,9,,9.912280701754385,0.6261805791038746,0.35104964090674406,0.27259295083202384,A_positive,stim
12,10,,11.894736842105264,0.6254610554892313,0.34887351789616566,0.2986832114094423,A_positive,stim
12,11,,11.894736842105264,0.6237912322969853,0.4026207648809016,0.28529174190833834,A_positive,stim
12,12,,11.894736842105264,0.6067216644363831,0.3441517766204258,0.2989401030546517,A_positive,stim
12,1,,7.9298245614035086,0.7169029340437831,0.24141346179209047,0.19005994822186395,A_negative,stim
12,2,,7.9298245614035086,0.6282948428925922,0.2159275280765869,0.23866157723446016,A_negative,stim
12,3,,7.9298245614035086,0.5903476085570725,0.21093493035295927,0.2882270791453686,A_negative,stim
12,4,,5.947368421052632,0.616002851590274,0.1614424503048362,0.2602013983764561,A_negative,stim
12,5,,7.9298245614035086,0.67468969809818,0.24572820280070598,0.21611071937450133,A_negative,stim
12,6,,7.9298245614035086,0.6939183256219624,0.24035413054740387,0.20037243610469124,A_negative,stim
12,7,,7.9298245614035086,0.6207266292422233,0.2156630552491581,0.24781658852134134,A_negative,stim
12,8,,7.9298245614035086,0.647380004671273,0.222529809093079,0.22002497416506808,A_negative,stim
12,9,,7.9298245614035086,0.662479707859642,0.23038738525613953,0.20698330445625662,A_negative,stim
12,10,,5.947368421052632,0.6169087650348165,0.16156378409506555,0.263480925273922,A_negative,stim
12,11,,7.9298245614035086,0.6742258547087393,0.23919530661703314,0.229045787678352,A_negative,stim
12,12,,5.947368421052632,0.6078763784398331,0.15879373935547486,0.26572966478378124,A_negative,stim
12,1,,13.87719298245614,0.6371267563945348,0.2857202566067698,0.3175251155618336,B,stim
12,2,,15.859649122807017,0.5922939585668815,0.2652048522253986,0.3636225275958984,B,stim
12,3,,15.859649122807017,0.5557095777478316,0.233614090843829,0.3988257274095821,B,stim
12,4,,15.859649122807017,0.573849238021228,0.24412931769108992,0.3844731923419578,B,stim
12,5,,13.87719298245614,0.6334332879261568,0.2677890282599114,0.33416488920389964,B,stim
12,6,,15.859649122807017,0.6248066479386323,0.30870962660735446,0.3318448834802409,B,stim
12,7,,15.859649122807017,0.5908675444630672,0.2613962454108044,0.3709904472709128,B,stim
12,8,,15.859649122807017,0.6185083934922109,0.28279242763772805,0.34915588195432473,B,stim
12,9,,15.859649122807017,0.6187558389267432,0.29725856726615474,0.33993272392305085,B,stim
12,10,,17.842105263157894,0.5754595110351124,0.27056460189886794,0.3947082863982362,B,stim
12,11,,13.87719298245614,0.6281562126195476,0.2604529292450328,0.34244924600172955,B,stim
12,12,,15.859649122807017,0.5673778993207966,0.24055522582241015,0.38642226572350347,B,stim
13,1,,7.9298245614035086,0.6274514042924477,0.30347698517304944,0.2593818924826213,A_positive,stim
13,2,,9.912280701754385,0.6175468696321665,0.31710241535958295,0.2844924309486289,A_positive,stim
13,3,,9.912280701754385,0.6296035978908687,0.34285275259460996,0.281771102351815,A_positive,stim
13,4,,11.894736842105264,0.6289917225058148,0.40104477212198986,0.2847305561455056,A_positive,stim
13,5,,9.912280701754385,0.620438842888859,0.33373431636903256,0.2803217060095198,A_positive,stim
13,6,,9.912280701754385,0.6248164897016332,0.30219569718429995,0.2808958485838398,A_positive,stim
13,7,,9.912280701754385,0.6163590855363561,0.3206964638144798,0.2788841056513665,A_positive,stim
13,8,,9.912280701754385,0.6310810014716266,0.3277812721523801,0.27804518870491157,A_positive,stim
13,9,,9.912280701754385,0.6345031297443302,0.32649097798262616,0.2798352754484695,A_positive,stim
13,10,,7.9298245614035086,0.6137299635735467,0.2934159422850742,0.2574932212636109,A_positive,stim
13,11,,9.912280701754385,0.5890966808498761,0.2784917592156498,0.29803404192363986,A_positive,stim
13,12,,9.912280701754385,0.6030057336252792,0.28770764519133213,0.2903897012343215,A_positive,stim
13,13,,9.912280701754385,0.633418192944633,0.36556122105773475,0.26962931165208465,A_positive,stim
13,1,,7.9298245614035086,0.69379330879195,0.24289092293737777,0.20093061003428203,A_negative,stim
13,2,,5.947368421052632,0.6306143637606388,0.17051682659475195,0.23452935924209584,A_negative,stim
13,3,,7.9298245614035086,0.6562239453980792,0.24798927465426818,0.2336782679105771,A_negative,stim
13,4,,7.9298245614035086,0.6595224888180526,0.2285006768223484,0.20820062027776431,A_negative,stim
13,5,,5.947368421052632,0.6583824323635787,0.18256163846903598,0.23606328932815562,A_negative,stim
13,6,,5.947368421052632,0.602253347048073,0.1581897635438293,0.24302800341694644,A_negative,stim
13,7,,5.947368421052632,0.6696933512525756,0.1768809337063969,0.24052440697159208,A_negative,stim
13,8,,5.947368421052632,0.6373383293822822,0.16864529320503566,0.23046777655966907,A_negative,stim
13,9,,7.9298245614035086,0.6402957813976594,0.22918720004839452,0.24482338869919326,A_negative,stim
13,10,,7.9298245614035086,0.6850438570942318,0.23676945889382103,0.20415567396961473,A_negative,stim
13,11,,5.947368421052632,0.5853713640683383,0.16155481217341705,0.27655773488707536,A_negative,stim
13,12,,7.9298245614035086,0.5994377450021118,0.2093187050759266,0.2838981361394819,A_negative,stim
13,13,,7.9298245614035086,0.7111228333733408,0.24104351096543097,0.1916323693307912,A_negative,stim
13,1,,13.87719298245614,0.6282625903836678,0.2812200544112092,0.32328082806969777,B,stim
13,2,,15.859649122807017,0.5966426077505499,0.26575648401061014,0.36747543302356456,B,stim
13,3,,15.859649122807017,0.6215096656737209,0.2863196677853356,0.3546014490326122,B,stim
13,4,,13.87719298245614,0.6209232484198933,0.26582511025259525,0.33413323639106657,B,stim
13,5,,15.859649122807017,0.6128616446158032,0.2783509991457147,0.36293323478332096,B,stim
13,6,,15.859649122807017,0.5800998905944913,0.2506181715393503,0.37599152459886365,B,stim
13,7,,15.859649122807017,0.604226488458221,0.27101024134212137,0.3642659600322204,B,stim
13,8,,15.859649122807017,0.6016818796786695,0.26931278696335914,0.35927475143218635,B,stim
13,9,,15.859649122807017,0.6099880152091005,0.2714916039567433,0.3622515767320078,B,stim
13,10,,15.859649122807017,0.6241708130681919,0.302274112697697,0.33409140465099896,B,stim
13,11,,15.859649122807017,0.5518167514037903,0.2323850651375163,0.39903515934958617,B,stim
13,12,,15.859649122807017,0.5610419671049478,0.2364185348506406,0.39234168526651036,B,stim
13,13,,13.87719298245614,0.6362614754690152,0.28385770172654273,0.319599206105012,B,stim
14,1,,11.894736842105264,0.6019122488540629,0.33518056154616566,0.3032034673634598,A_positive,stim
14,2,,9.912280701754385,0.6432755059161206,0.3184617313288226,0.2791186170102449,A_positive,stim
14,3,,9.912280701754385,0.6270922468137237,0.3122069576142021,0.27910950140140095,A_positive,stim
14,4,,9.912280701754385,0.6123576178758401,0.3076055323717336,0.2910131249325668,A_positive,stim
14,5,,9.912280701754385,0.6305256811220867,0.33606840919674763,0.2772098699235171,A_positive,stim
14,6,,9.912280701754385,0.6314536500827668,0.3611834522067029,0.27115199047075594,A_positive,stim
14,7,,9.912280701754385,0.6198439892707066,0.35934848575480277,0.27168588687631523,A_positive,stim
14,8,,9.912280701754385,0.6174252092107666,0.3032734448939073,0.2870474615144482,A_positive,stim
14,9,,9.912280701754385,0.6313082523963272,0.34727053574540157,0.27032443760504965,A_positive,stim
14,10,,9.912280701754385,0.6140948055405746,0.30871103632778557,0.285162341745782,A_positive,stim
14,11,,9.912280701754385,0.6291454607870234,0.3443791357276109,0.27303497230862417,A_positive,stim
14,12,,11.894736842105264,0.6154352435379642,0.39464029190360117,0.2884131870549144,A_positive,stim
14,13,,11.894736842105264,0.6296503831168514,0.41744653058078546,0.28417847236260857,A_positive,stim
14,14,,9.912280701754385,0.6319938164393888,0.34974334170386373,0.27452661440384496,A_positive,stim
14,1,,5.947368421052632,0.6066031729140073,0.1578469310174227,0.2699094195339877,A_negative,stim
14,2,,5.947368421052632,0.6204187661359144,0.16286494768745902,0.23112238342306074,A_negative,stim
14,3,,7.9298245614035086,0.6270548535175773,0.21817227490157015,0.2503942547745535,A_negative,stim
14,4,,5.947368421052632,0.6176706852733609,0.17531584982582057,0.25513752416340796,A_negative,stim
14,5,,5.947368421052632,0.6918812651512158,0.18188445591757535,0.22300655853407794,A_negative,stim
14,6,,7.9298245614035086,0.6979192477008406,0.2447580514105769,0.2169135730004861,A_negative,stim
14,7,,7.9298245614035086,0.7221447020375364,0.24409728811063083,0.1897116502073392,A_negative,stim
14,8,,7.9298245614035086,0.6221576499580952,0.2184106058515894,0.26241702794831195,A_negative,stim
14,9,,5.947368421052632,0.6865768372506755,0.17935396862089906,0.20330503565318056,A_negative,stim
14,10,,5.947368421052632,0.6175273116389998,0.1672224302412423,0.25327288824497685,A_negative,stim
14,11,,7.9298245614035086,0.6908308185402129,0.24324115219118628,0.22286388569898594,A_negative,stim
14,12,,7.9298245614035086,0.6701584142969563,0.24034542683550242,0.2375082207991174,A_negative,stim
