k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
7,1,,,,,,B
7,2,,,,,,B
7,3,,,,,,B
7,4,,,,,,B
7,5,,,,,,B
7,6,,,,,,B
7,7,,,,,,B
