k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
13,1,,7.9298245614035086,0.69379330879195,0.24289092293737777,0.20093061003428203,A_negative
13,2,,5.947368421052632,0.6306143637606388,0.17051682659475195,0.23452935924209584,A_negative
13,3,,7.9298245614035086,0.6562239453980792,0.24798927465426818,0.2336782679105771,A_negative
13,4,,7.9298245614035086,0.6595224888180526,0.2285006768223484,0.20820062027776431,A_negative
13,5,,5.947368421052632,0.6583824323635787,0.18256163846903598,0.23606328932815562,A_negative
13,6,,5.947368421052632,0.602253347048073,0.1581897635438293,0.24302800341694644,A_negative
13,7,,5.947368421052632,0.6696933512525756,0.1768809337063969,0.24052440697159208,A_negative
13,8,,5.947368421052632,0.6373383293822822,0.16864529320503566,0.23046777655966907,A_negative
13,9,,7.9298245614035086,0.6402957813976594,0.22918720004839452,0.24482338869919326,A_negative
13,10,,7.9298245614035086,0.6850438570942318,0.23676945889382103,0.20415567396961473,A_negative
13,11,,5.947368421052632,0.5853713640683383,0.16155481217341705,0.27655773488707536,A_negative
13,12,,7.9298245614035086,0.5994377450021118,0.2093187050759266,0.2838981361394819,A_negative
13,13,,7.9298245614035086,0.7111228333733408,0.24104351096543097,0.1916323693307912,A_negative
