k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
11,1,,7.9298245614035086,0.7100070965181298,0.23863700118266437,0.19731227282860955,A_negative
11,2,,5.947368421052632,0.6486724259396537,0.17277288591303339,0.2538429848856665,A_negative
11,3,,5.947368421052632,0.5926041618175656,0.1610081403526615,0.272801348686639,A_negative
11,4,,7.9298245614035086,0.6054874179358609,0.21579600770592106,0.2838728038016612,A_negative
11,5,,7.9298245614035086,0.6716371900530059,0.2427682689213718,0.22861911539986438,A_negative
11,6,,5.947368421052632,0.6448524234767133,0.17264683531293626,0.2305064881837512,A_negative
11,7,,7.9298245614035086,0.635430401331046,0.23014798466649058,0.23473810374514534,A_negative
11,8,,7.9298245614035086,0.6629027227544164,0.23115653579617254,0.20558536682071313,A_negative
11,9,,7.9298245614035086,0.649391222710858,0.22202845900886875,0.2307393887005634,A_negative
11,10,,7.9298245614035086,0.6081439908960138,0.2064143341096902,0.2548231151981419,A_negative
11,11,,7.9298245614035086,0.6919940037407137,0.2378257052368691,0.19557801919083984,A_negative
