k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
11,1,,15.859649122807017,0.6275518014890791,0.3104027266581335,0.330597263547932,B
11,2,,15.859649122807017,0.5977413823170262,0.2601498448845815,0.37606325482872005,B
11,3,,17.842105263157894,0.5631278886755313,0.26048989150568014,0.40588896395953455,B
11,4,,15.859649122807017,0.5659009871103314,0.2395543801658586,0.392702817346003,B
11,5,,15.859649122807017,0.6257597273179469,0.288819499963316,0.3495564624519992,B
11,6,,15.859649122807017,0.6053276125381404,0.27136667859687724,0.36236551885520496,B
11,7,,15.859649122807017,0.6040207000552591,0.27554387271851155,0.3599531185910057,B
11,8,,15.859649122807017,0.6187730087198252,0.2974211629654594,0.3404375369602039,B
11,9,,15.859649122807017,0.6061344784618677,0.2774448113688166,0.3538736010929182,B
11,10,,15.859649122807017,0.5808992122825697,0.2499285666038433,0.3779881358294042,B
11,11,,15.859649122807017,0.6309566460767785,0.3087475996212443,0.32946562625003595,B
