k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
13,1,,13.87719298245614,0.6282625903836678,0.2812200544112092,0.32328082806969777,B
13,2,,15.859649122807017,0.5966426077505499,0.26575648401061014,0.36747543302356456,B
13,3,,15.859649122807017,0.6215096656737209,0.2863196677853356,0.3546014490326122,B
13,4,,13.87719298245614,0.6209232484198933,0.26582511025259525,0.33413323639106657,B
13,5,,15.859649122807017,0.6128616446158032,0.2783509991457147,0.36293323478332096,B
13,6,,15.859649122807017,0.5800998905944913,0.2506181715393503,0.37599152459886365,B
13,7,,15.859649122807017,0.604226488458221,0.27101024134212137,0.3642659600322204,B
13,8,,15.859649122807017,0.6016818796786695,0.26931278696335914,0.35927475143218635,B
13,9,,15.859649122807017,0.6099880152091005,0.2714916039567433,0.3622515767320078,B
13,10,,15.859649122807017,0.6241708130681919,0.302274112697697,0.33409140465099896,B
13,11,,15.859649122807017,0.5518167514037903,0.2323850651375163,0.39903515934958617,B
13,12,,15.859649122807017,0.5610419671049478,0.2364185348506406,0.39234168526651036,B
13,13,,13.87719298245614,0.6362614754690152,0.28385770172654273,0.319599206105012,B
