k,state,module_id,module_size,module_Q,module_pvalue,fdr_bh_pval_0.05,fdr_bh_sig_0.05,fdr_bh_pval_0.01,fdr_bh_sig_0.01,fdr_bh_pval_0.001,fdr_bh_sig_0.001,bonf_pval_0.05,bonf_sig_0.05,roi_examples
3,2,4,16,0.07622613223157654,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
3,2,5,12,0.09594351125250691,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
4,0,1,30,0.12781353051777117,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
4,0,2,16,0.11770504951376416,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
4,0,3,25,0.13609349748643199,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
4,0,4,14,0.10142998423752934,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AuV_left; DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right
4,0,5,17,0.07389228285668582,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
4,0,6,12,0.06653663110487802,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; S1FL_left; S1HL_left
4,1,1,13,0.057120744496207125,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIV_left; IL_left; LSeptn_left; Piriform_left
4,1,2,29,0.1517428907647031,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; AIP_left; Amygdala_left; DI_left; Fr3_left
4,1,3,25,0.14400457834472333,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AuV_left; Cent_Gray_left; Cerebellum_left; Hipp_dentegyrus_P_left
4,1,4,23,0.1171206298532776,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left; Hipp_CA3_P_left
4,1,5,9,0.03292243949692555,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; DLEnt_left; Ect_left; Hipp_Sub_P_left; Inferior_Colliculus_left
4,1,6,15,0.07655219224092137,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
4,2,1,17,0.09758350088741863,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIV_left; IL_left; LSeptn_left; Piriform_left
4,2,2,29,0.160361122522063,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; AIP_left; Amygdala_left; DI_left; Fr3_left
4,2,3,29,0.16223131183933598,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
4,2,4,15,0.07681277685857799,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
4,2,5,11,0.061123674857916,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; S1FL_left; Cg_right
4,2,6,13,0.10066481293819403,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
4,3,1,30,0.1343451346325275,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
4,3,2,16,0.1218768811674051,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
4,3,3,26,0.14265988679986527,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
4,3,4,17,0.07240904318903342,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
4,3,5,13,0.06738647354380585,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; S1FL_left; S1HL_left
4,3,6,12,0.09292022730577282,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
5,0,1,37,0.19909101098447007,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AID_left; AIP_left; AIV_left; Amygdala_left
5,0,2,17,0.11882517651322123,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AuV_left; Cerebellum_right; DLEnt_right; Ect_right
5,0,3,24,0.12449075669565246,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left; Hipp_CA3_P_left
5,0,4,15,0.061847256934709674,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
5,0,5,15,0.08328365772530055,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
5,0,6,6,0.014785876214906409,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Hypothalamus_left; Thalamus_A_left; Thalamus_P_left; Hypothalamus_right; Thalamus_A_right
5,1,1,32,0.14337693017399433,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Acumbens_left; Cg_left; Hypothalamus_left; IL_left; LSeptn_left
5,1,2,27,0.1680685343300551,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,AID_left; AIP_left; AIV_left; Amygdala_left; DI_left
5,1,3,28,0.1509750947139404,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Au1_left; AUD_left; AuV_left; Cent_Gray_left; Hipp_CA1_A_left
5,1,4,9,0.035787349877365496,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Brainstem_left; Cerebellum_left; DLEnt_left; Ect_left; Hipp_Sub_P_left
5,1,5,18,0.12442270891741362,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Superior_Colliculus_left; Central_Gray_right; Cerebellum_right; DLEnt_right; Ect_right
5,2,1,25,0.12610102415253277,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Acumbens_left; AIV_left; Cg_left; IL_left; LSeptn_left
5,2,2,23,0.14402136515439584,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,AID_left; AIP_left; DI_left; Fr3_left; GIDI_left
5,2,3,9,0.03156683769679943,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Amygdala_left; Hypothalamus_left; SaM_left; SaP_left; Thalamus_A_left
5,2,4,27,0.14896674542660573,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
5,2,5,30,0.17651528376291098,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,AuV_left; Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left
5,3,1,24,0.1329917765517311,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIV_left; Cg_left; IL_left; LSeptn_left
5,3,2,16,0.12098361424677288,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
5,3,3,17,0.07035109933309609,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AIP_left; Amygdala_left; GIDI_left; Hypothalamus_left; Piriform_left
5,3,4,29,0.1586742240086249,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
5,3,5,16,0.07767806611376409,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
5,3,6,12,0.09491399875788914,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
5,4,1,28,0.12542877785464393,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
5,4,2,15,0.11246580293576852,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
5,4,3,26,0.14029736959924366,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
5,4,4,14,0.10151480305496076,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AuV_left; DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right
5,4,5,16,0.06994501362033011,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
5,4,6,15,0.08365517375421612,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
6,0,1,25,0.1276043262105441,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Acumbens_left; AIV_left; Cg_left; IL_left; LSeptn_left
6,0,2,32,0.1654406974151981,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,AID_left; AIP_left; Amygdala_left; DI_left; Fr3_left
6,0,3,26,0.14676485536709888,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
6,0,4,14,0.10271801288963495,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,AuV_left; DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right
6,0,5,17,0.0884398627041896,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
6,1,1,28,0.12596403573932102,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
6,1,2,15,0.11570031579871683,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
6,1,3,26,0.1447898948472526,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
6,1,4,16,0.06963564862979214,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
6,1,5,16,0.08271187627290785,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1BF_left
6,1,6,13,0.09546482024898807,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
6,2,1,43,0.20386960375664978,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.039603960396039604,True,Acumbens_left; AID_left; AIP_left; AIV_left; Amygdala_left
6,2,2,32,0.16992287698412079,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.039603960396039604,True,Au1_left; AuV_left; Brainstem_left; Cent_Gray_left; Cerebellum_left
6,2,3,24,0.12589912112122775,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.039603960396039604,True,AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left; Hipp_CA3_P_left
6,2,4,15,0.08275566487153735,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.039603960396039604,True,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
6,3,1,26,0.1119327787062065,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
6,3,2,16,0.12210742017979738,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
6,3,3,27,0.14561756792901,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
6,3,4,9,0.03909566425239005,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cerebellum_left; DLEnt_left; Ect_left; Hipp_Sub_P_left
6,3,5,20,0.13001848459599494,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cent_Gray_left; Inferior_Colliculus_left; Superior_Colliculus_left; Central_Gray_right; Cerebellum_right
6,3,6,16,0.08585616644408885,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; IL_left; M1_left; M2_left; PrL_left
6,4,1,27,0.11771815255338972,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
6,4,2,16,0.11459827228757177,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
6,4,3,26,0.1390527454478112,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
6,4,4,14,0.1008781838009941,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AuV_left; DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right
6,4,5,16,0.07090350427110048,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
6,4,6,15,0.0846919153404575,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
6,5,1,30,0.12645192198746605,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
6,5,2,15,0.10946308819135928,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
6,5,3,15,0.10522856234834888,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AuV_left; DLEnt_right; Ect_right; Hipp_CA1_A_right
6,5,4,17,0.0973891493601413,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AUD_left; Hipp_CA3_A_left; Hipp_FC_left; LPtA_left; MPtA_left
6,5,5,23,0.10149753359186156,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
6,5,6,14,0.07687982450946079,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; S1BF_left; S1DZ_left
7,0,1,29,0.14237896622773638,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIV_left; Cg_left; IL_left; LSeptn_left
7,0,2,16,0.11751318966949345,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
7,0,3,13,0.04400022991101297,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AIP_left; Amygdala_left; GIDI_left; Hypothalamus_left; SaP_left
7,0,4,25,0.10664494545733272,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AuV_left; Brainstem_left; Cent_Gray_left; Cerebellum_left
7,0,5,19,0.1089430073230834,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AUD_left; Hipp_CA3_A_left; Hipp_FC_left; LPtA_left; MPtA_left
7,0,6,12,0.09397301179550917,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
7,1,1,13,0.055549676368572096,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIV_left; IL_left; LSeptn_left; Piriform_left
7,1,2,30,0.151166116202611,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; AIP_left; Amygdala_left; DI_left; Fr3_left
7,1,3,22,0.13654270675493566,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AuV_left; Cent_Gray_left; RSGb_left; Superior_Colliculus_left
7,1,4,24,0.11781492647792319,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left; Hipp_CA3_P_left
7,1,5,10,0.034479785595956394,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cerebellum_left; DLEnt_left; Ect_left; Hipp_Sub_P_left
7,1,6,15,0.07797878978978783,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
7,2,1,28,0.1204729323602689,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
7,2,2,16,0.12091845791666052,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
7,2,3,28,0.15250823640713876,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Cent_Gray_left; Hipp_CA1_A_left
7,2,4,9,0.038149789688718155,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cerebellum_left; DLEnt_left; Ect_left; Hipp_Sub_P_left
7,2,5,15,0.08235186740416907,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; PrL_left; S1FL_left
7,2,6,18,0.12275951861263305,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Superior_Colliculus_left; Central_Gray_right; Cerebellum_right; DLEnt_right; Ect_right
7,3,1,32,0.152194552636074,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Acumbens_left; AID_left; AIP_left; AIV_left; Amygdala_left
7,3,2,10,0.050669651922732595,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
7,3,3,15,0.06998568043670342,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
7,3,4,12,0.06769403421150433,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Cg_left; M1_left; M2_left; S1FL_left; S1HL_left
7,3,5,14,0.10431252214566177,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Fr3_left; GI_left; S1DZ0_left; S1DZ_left; S1J_left
7,3,6,18,0.09974019963618927,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Hipp_CA3_A_left; Hipp_FC_left; LPtA_left; MPtA_left; PtPD_left
7,3,7,13,0.09806714899659877,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
7,4,1,30,0.1459163589671535,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIP_left; AIV_left; Amygdala_left; GIDI_left
7,4,2,16,0.12106561179453618,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; DI_left; Fr3_left; GI_left; S1DZ0_left
7,4,3,28,0.15032138736110964,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
7,4,4,16,0.0819696997810232,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
7,4,5,11,0.05983741997752545,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Cg_left; M1_left; M2_left; S1FL_left; Cg_right
7,4,6,13,0.0996235378548214,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,DLEnt_right; Ect_right; Hipp_CA1_A_right; Hipp_CA1_P_right; Hipp_CA2_right
7,5,1,16,0.0882180792299913,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Acumbens_left; AIV_left; IL_left; LSeptn_left; Piriform_left
7,5,2,20,0.12946874837401268,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,AID_left; AIP_left; DI_left; Fr3_left; GIDI_left
7,5,3,9,0.029476470011266766,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Amygdala_left; Hypothalamus_left; SaM_left; SaP_left; Thalamus_A_left
7,5,4,27,0.14052817925967936,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
7,5,5,16,0.10972790921185764,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,AuV_left; Cerebellum_right; DLEnt_right; Ect_right; Hipp_CA1_A_right
7,5,6,14,0.06104765773907443,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
7,5,7,12,0.05696920215853662,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Cg_left; M1_left; M2_left; S1DZ_left; S1FL_left
7,6,1,25,0.127347125875845,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,Acumbens_left; AIV_left; Cg_left; IL_left; LSeptn_left
7,6,2,24,0.15055709901444783,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.0594059405940594,False,AID_left; AIP_left; Amygdala_left; DI_left; Fr3_left
