k,state,module_id,module_size,module_Q,module_pvalue,fdr_bh_pval_0.05,fdr_bh_sig_0.05,fdr_bh_pval_0.01,fdr_bh_sig_0.01,fdr_bh_pval_0.001,fdr_bh_sig_0.001,bonf_pval_0.05,bonf_sig_0.05,roi_examples
3,1,1,13,0.05589010730585566,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Acumbens_left; AIV_left; IL_left; LSeptn_left; Piriform_left
3,1,2,22,0.1384281227168883,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,AID_left; AIP_left; DI_left; Fr3_left; GIDI_left
3,1,3,8,0.020815476477715672,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Amygdala_left; Hypothalamus_left; SaP_left; Thalamus_A_left; Thalamus_P_left
3,1,4,25,0.12377987397512523,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Au1_left; AUD_left; Hipp_CA1_A_left; Hipp_CA2_left; Hipp_CA3_A_left
3,1,5,20,0.12577699845259316,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,AuV_left; RSGb_left; Superior_Colliculus_left; Central_Gray_right; Cerebellum_right
3,1,6,11,0.0422475648044781,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Brainstem_left; Cent_Gray_left; Cerebellum_left; DLEnt_left; Ect_left
3,1,7,15,0.07708529915957812,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.06930693069306931,False,Cg_left; M1_left; M2_left; PrL_left; S1DZ_left
3,2,1,25,0.13849651110559724,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Acumbens_left; Cg_left; IL_left; LSeptn_left; M1_left
3,2,2,34,0.17896683146563475,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,AID_left; AIP_left; AIV_left; Amygdala_left; DI_left
3,2,3,27,0.15769092111021885,0.009900990099009901,0.009900990099009901,True,0.009900990099009901,True,0.009900990099009901,False,0.04950495049504951,True,Au1_left; AUD_left; AuV_left; Hipp_CA1_A_left; Hipp_CA2_left
