node_idx,roi_name,module,participation_coef,within_module_zscore,node_role,pc_z_score,pc_p_value,pc_significant
0,Acumbens_left,1,0.18797273777405443,-0.08932896991712833,2,-6.816725009695312,0.0,True
1,AID_left,2,0.10978910059162872,0.5457304523425711,2,-11.790000107329533,0.0,True
2,AIP_left,2,0.0,0.5010520641712773,1,-13.837428661542964,0.0,True
3,AIV_left,2,0.41629644704975144,-1.0018564916438395,2,-3.9882749144001295,0.002,True
4,Amygdala_left,2,0.49999913910736693,-1.6461873646904526,2,-2.877293725476044,0.021,True
5,Au1_left,3,0.2207988223937316,-0.7499465055049876,2,-5.156578031224061,0.004,True
6,AUD_left,3,0.0,0.42048233256871553,1,-12.392899535332981,0.0,True
7,AuV_left,3,0.4947092005998873,-1.8484346744109217,2,-1.0581070038105782,0.163,False
8,Brainstem_left,4,0.0,0.6288185938502577,1,-7.7296400629030195,0.0,True
9,Cent_Gray_left,3,0.6637454378226639,-1.6340125090680835,3,-0.15746816873960087,0.901,False
10,Cerebellum_left,4,0.6950092184518388,-2.0479514258037943,3,0.68973464840054,0.539,False
11,Cg_left,1,0.0,1.49893267841344,1,-12.505035272306534,0.0,True
12,DI_left,2,0.0,1.8869656418217902,1,-18.60832011260462,0.0,True
13,DLEnt_left,4,0.26505422075611806,1.311303925598855,2,-6.180517844824209,0.001,True
14,Ect_left,4,0.0,-0.04457302864893805,1,-7.132102383639227,0.001,True
15,Fr3_left,2,0.18449268297920196,-0.4905995841082563,2,-6.455358744488272,0.001,True
16,GIDI_left,2,0.19247035599729523,-1.2500834090741402,2,-5.398066025218526,0.002,True
17,GI_left,2,0.0,1.570411170633432,1,-16.56984988639774,0.0,True
18,Hipp_CA1_A_left,3,0.0,0.8227437399518085,1,-13.395009599948045,0.0,True
19,Hipp_CA2_left,3,0.0,-0.06784296663811891,1,-9.737971603007106,0.0,True
20,Hipp_CA3_A_left,3,0.17171629452857073,-0.6504478524650195,2,-7.017369256968529,0.0,True
21,Hipp_CA3_P_left,3,0.0,-0.4946191362959867,1,-8.014681885712728,0.0,True
22,Hipp_dentegyrus_A_left,3,0.11409295193931868,-0.01727739446902553,2,-10.267303923129553,0.0,True
23,Hipp_dentegyrus_P_left,3,0.2965990006298157,-1.1976268474903966,2,-3.7701997731548533,0.013,True
24,Hipp_FC_left,3,0.11963025246033332,-0.5029539832965485,2,-7.405855371227114,0.0,True
25,Hipp_Sub_A_left,3,0.24671778329426197,0.12933911103551807,2,-8.790454257792272,0.0,True
26,Hipp_Sub_P_left,4,0.4996947404432749,-0.5984574586222006,2,-3.2735866176774175,0.005,True
27,Hypothalamus_left,1,0.17447294953244075,-0.6309092099728515,2,-6.072622860405911,0.0,True
28,IL_left,1,0.0,0.9968860735200326,1,-11.562477042129474,0.0,True
29,Inferior_Colliculus_left,4,0.6031372326723226,-0.7419025024449454,2,-1.399001695781982,0.114,False
30,LPtA_left,3,0.0,1.8612280763250453,1,-17.85340966851105,0.0,True
31,LSeptn_left,1,0.0,0.3070746101581076,1,-9.88072520415883,0.0,True
32,M1_left,1,0.34734923740077817,0.0009994664413853138,2,-5.04098755774034,0.003,True
33,M2_left,1,0.26168977304023766,1.2368072967711277,2,-9.347874451649021,0.0,True
34,MPtA_left,3,0.0,2.171950900804881,1,-18.98593848240574,0.0,True
35,Piriform_left,2,0.33129573211242014,-0.9286624151753388,2,-4.690548167797416,0.001,True
36,PRh_left,4,0.18903913084817892,-0.08328367247560255,2,-5.956247570971336,0.001,True
37,PrL_left,1,0.0,0.8796624051200583,1,-10.679386128223978,0.0,True
38,PtPD_left,3,0.0,1.4970335931679888,1,-15.358310620467694,0.0,True
