node_idx,roi_name,module,participation_coef,within_module_zscore,node_role,pc_z_score,pc_p_value,pc_significant
0,Acumbens_left,1,0.4923828726250534,-0.7082868562394116,2,-3.911097683544788,0.004,True
1,AID_left,2,0.458164275205065,0.15071494989264933,2,-8.140941335207327,0.0,True
2,AIP_left,1,0.44695549324278927,1.1856591786803645,2,-6.626209505583704,0.0,True
3,AIV_left,3,0.6195259600904786,-1.0186495997085416,2,-3.3439201758233565,0.008,True
4,Amygdala_left,1,0.0,1.2512631780842425,1,-12.695542891296821,0.0,True
5,Au1_left,4,0.36072825910987727,0.9905418129809611,2,-7.210810247582138,0.0,True
6,AUD_left,4,0.5869836090770311,-0.44423901340329447,2,-2.8479106985460554,0.013,True
7,AuV_left,4,0.382934567454155,-0.7414744208565619,2,-4.375892305766485,0.002,True
8,Brainstem_left,5,0.0,-0.38146979428006705,1,-7.375111927620847,0.001,True
9,Cent_Gray_left,5,0.21126438430685102,1.1120120393499333,2,-9.284803596474843,0.0,True
10,Cerebellum_left,5,0.5778178438843572,-1.8893911796920226,2,-0.5401644081082536,0.577,False
11,Cg_left,3,0.22592810549158215,0.3443167689643845,2,-9.322762735083714,0.0,True
12,DI_left,2,0.5038849766231194,0.9769863979578064,2,-11.187139588093318,0.0,True
13,DLEnt_left,5,0.17466968794377857,0.9788910380567498,2,-9.222142888325228,0.0,True
14,Ect_left,5,0.0,-0.018897407954088435,1,-9.301355269799643,0.0,True
15,Fr3_left,2,0.0,-0.2582800799999724,1,-11.370664364814544,0.0,True
16,GIDI_left,1,0.0,-0.9067197482593494,1,-8.072423114277731,0.0,True
17,GI_left,2,0.24258172698521352,1.074246653848077,2,-13.896754312961413,0.0,True
18,Hipp_CA1_A_left,4,0.47455114798548215,0.9845560648916752,2,-5.632570357015451,0.0,True
19,Hipp_CA2_left,4,0.0,1.6099434364446155,1,-11.430626115690448,0.0,True
20,Hipp_CA3_A_left,6,0.5653532514366946,-1.34153723999623,2,-1.7415372166530032,0.05,False
21,Hipp_CA3_P_left,4,0.0,0.8813631408561147,1,-9.23095092798785,0.0,True
22,Hipp_dentegyrus_A_left,4,0.4647099133441036,-0.0130466159719832,2,-5.017804389305492,0.001,True
23,Hipp_dentegyrus_P_left,5,0.3620724839933991,-1.2346124208788258,2,-2.8634100717433473,0.027,True
24,Hipp_FC_left,6,0.39013202196017893,-0.706294412365987,2,-4.885338797290051,0.002,True
25,Hipp_Sub_A_left,4,0.6852938893741509,-1.2012740111967186,3,-0.672641594687247,0.399,False
26,Hipp_Sub_P_left,5,0.22581612897110748,0.34062585845478516,2,-7.24602397708354,0.0,True
27,Hypothalamus_left,1,0.0,0.33279643234469614,1,-8.64506618576106,0.0,True
28,IL_left,3,0.3444394784520761,-0.19422228280353337,2,-7.14712319073394,0.0,True
29,Inferior_Colliculus_left,5,0.0,1.2474014869736576,1,-12.150402467563076,0.0,True
30,LPtA_left,6,0.18648488753276127,0.8099839714760332,2,-11.257361578552606,0.0,True
31,LSeptn_left,1,0.21894761409726393,1.139712634992842,2,-7.681079599106336,0.0,True
32,M1_left,2,0.4919355678375614,-1.1959985632287213,2,-5.0662084588877,0.0,True
33,M2_left,3,0.26629464854738705,-0.27378698860751854,2,-7.46629967017498,0.0,True
34,MPtA_left,6,0.1507045843582594,1.6126611573991037,2,-14.868549875186636,0.0,True
35,Piriform_left,1,0.5919519872940047,-1.174887668651624,2,-1.6175352459296115,0.044,True
36,PRh_left,5,0.0,-0.7236597057859611,1,-7.4858698145740545,0.001,True
37,PrL_left,3,0.0,1.006594033141735,1,-13.430972060508312,0.0,True
38,PtPD_left,6,0.44216447323528796,-0.03114770880843226,2,-6.4613824663780095,0.0,True
39,Rest_of_Midbrain_left,4,0.2733684030826651,-0.6116095612155736,2,-4.745495356586087,0.002,True
40,RSD_left,6,0.0,-0.13622654077119503,1,-9.55349343134599,0.0,True
41,RSGb_left,5,0.6387058915268461,-1.599875027773048,3,-0.5608298619311746,0.401,False
