k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
10,1,,7.9298245614035086,0.6719312763376288,0.23277514905132018,0.21510531373059957,A_negative
10,2,,5.947368421052632,0.5715639521843223,0.15521005551000985,0.2766005853944164,A_negative
10,3,,7.9298245614035086,0.75673289775024,0.24434203956012954,0.18993508484829205,A_negative
10,4,,7.9298245614035086,0.7057814669035916,0.2420191567094194,0.19767696764272438,A_negative
10,5,,7.9298245614035086,0.6545182275652397,0.23064766692064273,0.23635037387823812,A_negative
10,6,,7.9298245614035086,0.6342150209724402,0.22182733953822972,0.22231458587497024,A_negative
10,7,,5.947368421052632,0.6170193412768571,0.16460441609365392,0.24278135536770995,A_negative
10,8,,7.9298245614035086,0.6037499162259311,0.21488317871479948,0.25530139642720834,A_negative
10,9,,7.9298245614035086,0.7152527587776601,0.2351576987690153,0.19098198349015313,A_negative
10,10,,7.9298245614035086,0.7357919595244325,0.2510902562742753,0.19250669732429243,A_negative
