k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
12,1,,9.912280701754385,0.5762228936531197,0.27838621244983636,0.2954500060819981,A_positive
12,2,,9.912280701754385,0.6160198297008261,0.3598418587612757,0.27456112377632647,A_positive
12,3,,7.9298245614035086,0.6098910656770984,0.26312818754045575,0.2638024522672175,A_positive
12,4,,9.912280701754385,0.6087684457619584,0.35213600279021195,0.2750808514611036,A_positive
12,5,,7.9298245614035086,0.61137091514296,0.2652156168589311,0.2707293565474952,A_positive
12,6,,9.912280701754385,0.6224561570301416,0.36215737407459747,0.27411398011245974,A_positive
12,7,,9.912280701754385,0.6301558169161707,0.34743752913341835,0.271472394721274,A_positive
12,8,,9.912280701754385,0.624112059861242,0.3468232726843333,0.27897220769482184,A_positive
12,9,,7.9298245614035086,0.6046653792016264,0.251731946735703,0.27147773039169026,A_positive
12,10,,7.9298245614035086,0.6150201788737797,0.26579694749905064,0.2658262755758865,A_positive
12,11,,9.912280701754385,0.6381212715093689,0.36882136658188497,0.26850790763948384,A_positive
12,12,,9.912280701754385,0.6171412437903645,0.36005527636897,0.2672072940920059,A_positive
12,1,,5.947368421052632,0.5671172277505334,0.15457802831048287,0.2764195138463579,A_negative
12,2,,9.912280701754385,0.6908647765187016,0.30925513493334333,0.21862826941940092,A_negative
12,3,,7.9298245614035086,0.6133599766297093,0.21680743789962975,0.24345134399086293,A_negative
12,4,,7.9298245614035086,0.6945966856333275,0.24369325938193118,0.22532831220048155,A_negative
12,5,,7.9298245614035086,0.6500337880336529,0.2358469592590281,0.24993197511482085,A_negative
12,6,,7.9298245614035086,0.7101838576268784,0.24320228818111828,0.1995575399273163,A_negative
12,7,,7.9298245614035086,0.6644205539720212,0.22481092854000773,0.21487608485336232,A_negative
12,8,,9.912280701754385,0.6554354653022894,0.2971100105615548,0.23559239238843527,A_negative
12,9,,5.947368421052632,0.6099483326773698,0.1635905409519274,0.24688416129162935,A_negative
12,10,,7.9298245614035086,0.6518004513828483,0.23216267157330195,0.24945225400324084,A_negative
12,11,,7.9298245614035086,0.7297616282617558,0.24207040397162208,0.18736238403454122,A_negative
12,12,,7.9298245614035086,0.6759392637833795,0.22826272007054638,0.202098985710009,A_negative
12,1,,17.842105263157894,0.5335031414230997,0.2541264136276786,0.4074761398135248,B
12,2,,13.87719298245614,0.6240848434070603,0.28351587703284203,0.3284277804040282,B
12,3,,17.842105263157894,0.5900055949899177,0.29104891282337325,0.373834487872758,B
12,4,,13.87719298245614,0.6182891676742435,0.26740456351971387,0.33608967325829253,B
12,5,,15.859649122807017,0.5955982306515994,0.2744303619201866,0.36580125380498524,B
12,6,,13.87719298245614,0.6259188331136409,0.2803307297863689,0.32267578967033433,B
12,7,,13.87719298245614,0.6159005198658587,0.2620575330245492,0.33208665920167835,B
12,8,,13.87719298245614,0.6152631629743237,0.2639292529389034,0.3391604258957472,B
12,9,,17.842105263157894,0.5694749293745913,0.2813409730005759,0.38217564222644673,B
12,10,,13.87719298245614,0.5949229973760369,0.24317174213798617,0.3514740174448268,B
12,11,,9.912280701754385,0.6124658521142602,0.22180942744048737,0.28599600551535054,B
12,12,,15.859649122807017,0.6201474895549158,0.30642436290056796,0.33487883422921927,B
