k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
10,1,,13.87719298245614,0.6113495993349635,0.2673635253828571,0.3312733993242767,B
10,2,,17.842105263157894,0.5318054364587592,0.2550861146983541,0.40568514675494094,B
10,3,,13.87719298245614,0.6355035344614082,0.2916540156693434,0.3125085194675542,B
10,4,,15.859649122807017,0.6270290666605889,0.3124147495018165,0.3312036355183025,B
10,5,,17.842105263157894,0.5964125755594096,0.3086862416849922,0.3657646448837452,B
10,6,,15.859649122807017,0.6012803122065757,0.28389899233266586,0.3481906111930635,B
10,7,,15.859649122807017,0.5788611462348141,0.2560277286838006,0.37045902250640106,B
10,8,,17.842105263157894,0.5729921695530427,0.2826712220844121,0.38212796802644655,B
10,9,,17.842105263157894,0.6250426724293752,0.34846752309764806,0.33085501804239636,B
10,10,,11.894736842105264,0.6372987188071371,0.26199962499504187,0.3072021459557757,B
