k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
13,1,,15.859649122807017,0.6391473045438999,0.339550263521303,0.31480550724568,B
13,2,,11.894736842105264,0.6075446096488366,0.22462938792417303,0.33049269279882615,B
13,3,,17.842105263157894,0.5352610189395013,0.2521047255753579,0.41016905741082316,B
13,4,,15.859649122807017,0.6029670242866088,0.2845684756318532,0.35619687775486203,B
13,5,,17.842105263157894,0.5766135805812038,0.28293193063741867,0.38087899538049286,B
13,6,,15.859649122807017,0.5570272152529869,0.23768582999212776,0.3839357812015102,B
13,7,,15.859649122807017,0.5614394054072368,0.2486590198863201,0.379453772511057,B
13,8,,15.859649122807017,0.6244905519975827,0.30920562786718087,0.33480619934733413,B
13,9,,11.894736842105264,0.6126337962059891,0.24623835731232463,0.31116733747157377,B
13,10,,15.859649122807017,0.6332070795048317,0.3137003986308384,0.328657843719162,B
13,11,,13.87719298245614,0.5867506490852454,0.26903666376354585,0.33621486727894845,B
13,12,,15.859649122807017,0.5896676547535313,0.26782892730340885,0.36972160368939205,B
13,13,,15.859649122807017,0.6185266038931001,0.30735034583184057,0.3316840258902224,B
