k_value,cluster,nCIJtree,mdeg,gce,costmax,E,strategy
11,1,,,,,,B
11,2,,,,,,B
11,3,,,,,,B
11,4,,,,,,B
11,5,,,,,,B
11,6,,,,,,B
11,7,,,,,,B
11,8,,,,,,B
11,9,,,,,,B
11,10,,,,,,B
11,11,,,,,,B
