node_idx,roi_name,module,participation_coef,within_module_zscore,node_role,pc_z_score,pc_p_value,pc_significant
0,Acumbens_left,1,0.0,1.173866771526243,1,-12.316109305274438,0.0,True
1,AID_left,2,0.45857314737536015,-1.9139704760628031,2,-4.623366047474269,0.002,True
2,AIP_left,1,0.45980793462079106,0.0830906116669553,2,-5.710882640848437,0.001,True
3,AIV_left,1,0.4035752616567596,0.0894281795074284,2,-6.174923374677117,0.0,True
4,Amygdala_left,1,0.0,-0.7116776802709792,1,-9.305575050377625,0.0,True
5,Au1_left,3,0.33384395558854973,-0.28317206981621784,2,-5.966720218540631,0.0,True
6,AUD_left,3,0.0,0.48200303420870244,1,-11.068410278396756,0.0,True
7,AuV_left,3,0.31190283754113446,-1.4591545072321441,2,-3.561167031890759,0.008,True
8,Brainstem_left,4,0.0,-0.13465828460264462,1,-9.153344458185355,0.0,True
9,Cent_Gray_left,4,0.3108077193283335,0.9839534613313137,2,-7.799003397288594,0.0,True
10,Cerebellum_left,4,0.2884227206956179,-1.6199909194330282,2,-3.4036318610606897,0.02,True
11,Cg_left,5,0.4400864025870118,-0.5400362195666473,2,-4.162594384610025,0.005,True
12,DI_left,2,0.4680301475499027,-0.7697665541392019,2,-6.376284660377255,0.0,True
13,DLEnt_left,4,0.0,1.1540451821700874,1,-11.918520568380634,0.0,True
14,Ect_left,4,0.0,-0.6803434617919667,1,-7.895387916896671,0.0,True
15,Fr3_left,2,0.3534231007970162,-1.8576983156344966,2,-5.102355946662168,0.0,True
16,GIDI_left,1,0.4444557446892743,-1.6045748683412353,2,-2.5777831235619306,0.023,True
17,GI_left,2,0.2861270120681224,0.834644863694664,2,-10.989653527710026,0.0,True
18,Hipp_CA1_A_left,3,0.27656375498302044,0.7690939368276029,2,-9.34349654019622,0.0,True
19,Hipp_CA2_left,3,0.0,0.30972644054138226,1,-11.108834461233894,0.0,True
20,Hipp_CA3_A_left,3,0.1861447826706807,-0.7581899466837073,2,-6.575374933117573,0.0,True
21,Hipp_CA3_P_left,3,0.17741984324259064,-0.02738221895953728,2,-8.487226504511517,0.0,True
22,Hipp_dentegyrus_A_left,3,0.10380552789155206,0.2832132436526433,2,-9.998520762604828,0.0,True
23,Hipp_dentegyrus_P_left,4,0.4999859207201497,-1.6251978947061712,2,-2.077384319463878,0.063,False
24,Hipp_FC_left,3,0.3255105725887044,-1.005677508479222,2,-4.837059397734237,0.0,True
25,Hipp_Sub_A_left,3,0.5055034175509083,-0.04610640633444102,2,-5.225413602658769,0.002,True
26,Hipp_Sub_P_left,4,0.3281702229285629,0.23436616065457214,2,-6.161496862818735,0.001,True
27,Hypothalamus_left,1,0.0,-0.9779901958232686,1,-7.303169210051596,0.001,True
28,IL_left,1,0.15177146507173755,0.925401354836667,2,-9.473972604329344,0.0,True
29,Inferior_Colliculus_left,4,0.0,1.6885431357902425,1,-13.84442269608771,0.0,True
30,LPtA_left,3,0.136267034495122,1.26716405932192,2,-12.268755777038693,0.0,True
31,LSeptn_left,1,0.0,1.270162030295101,1,-12.392481934194153,0.0,True
32,M1_left,5,0.26670841472438345,1.6535062417499369,2,-9.74809816181687,0.0,True
33,M2_left,5,0.2857566655179695,0.6756939820223196,2,-7.3150967807596325,0.0,True
34,MPtA_left,3,0.118660461528036,2.2090285944240278,2,-15.769668829261871,0.0,True
35,Piriform_left,1,0.0,0.5547406823335923,1,-11.405554298036673,0.0,True
36,PRh_left,4,0.16621296501612737,-0.7230383320468413,2,-6.259764469401439,0.001,True
37,PrL_left,1,0.4689654327967372,-0.24670838050457125,2,-4.301152917318718,0.004,True
38,PtPD_left,3,0.15034340469205898,0.9712140272845186,2,-11.02168857337406,0.0,True
39,Rest_of_Midbrain_left,3,0.2347255638831759,-0.7588701112447476,2,-5.7334221142856725,0.0,True
40,RSD_left,3,0.0,-0.008347848368902566,1,-9.817354469837973,0.0,True
41,RSGb_left,3,0.4431973092748973,-1.3376272885915792,2,-2.825408172241404,0.016,True
42,RSGc_left,3,0.43153682035565477,-0.1337240516131647,2,-5.677131730344005,0.001,True
43,S1BF_left,5,0.490150564811638,-2.01803872343579,2,-2.799938129558093,0.02,True
44,S1DZ0_left,2,0.3199349747496312,-1.2873842462259253,2,-6.290035209815343,0.0,True
45,S1DZ_left,5,0.4957643012337123,-0.6909263143445065,2,-4.314064564533007,0.005,True
46,S1FL_left,5,0.17478206797309925,0.8426766871542937,2,-9.220033478956175,0.0,True
47,S1HL_left,5,0.4098334440973431,0.3501577605139484,2,-5.928107285979017,0.0,True
48,S1J_left,2,0.14476074647898052,0.31155211127596405,2,-11.759793461473727,0.0,True
49,S1Tr_left,3,0.2644944340723131,0.7121636722526864,2,-9.608180724591453,0.0,True
50,S1ULp_left,2,0.282124046407795,-0.31730948442280016,2,-8.717915996958324,0.0,True
51,S2_left,2,0.40395916484522576,-0.23148314303475162,2,-7.724414316713219,0.0,True
52,SaA_left,1,0.16602189770955633,-0.5280171698381882,2,-6.817818059293111,0.0,True
53,SaM_left,1,0.0,-0.2816660138880623,1,-10.426318646025393,0.0,True
54,SaP_left,1,0.0,-0.24207164480721446,1,-10.11158730385864,0.0,True
55,Superior_Colliculus_left,4,0.36607362640745233,0.08097209495449241,2,-5.209064057034451,0.0,True
56,TeA_left,4,0.615632647819089,-0.45304518918562064,2,-2.402607292596099,0.023,True
57,Thalamus_A_left,1,0.0,-0.6824695691325648,1,-9.043188862514901,0.0,True
58,Thalamus_P_left,1,0.4930657625214485,-1.899440018309858,2,-2.082108297504002,0.046,True
59,V1B_left,3,0.6099786501347149,-1.5918639725815058,2,-0.7449987855514076,0.38,False
60,V1_left,3,0.36546549971059383,0.5989593829727945,2,-7.649003923626989,0.0,True
61,V2L_left,3,0.5526318254484583,-0.8168369559849261,2,-2.750551354550584,0.013,True
62,V2ML_left,3,0.36723390687598456,1.6278099651327458,2,-10.16104040009907,0.0,True
63,VP_mfb_left,1,0.0,0.7730936408406852,1,-12.166690820257294,0.0,True
64,Acumbens_right,1,0.0,2.380235334590117,1,-14.410781523779416,0.0,True
65,AID_right,2,0.0,0.4706572255713853,1,-12.691331878724643,0.0,True
66,AIP_right,2,0.3123095461311455,0.3967296629988329,2,-9.553717006678626,0.0,True
67,AIV_right,2,0.28510295922661144,0.411567027711498,2,-10.13683831028598,0.0,True
68,Amygdala_right,1,0.31863115640341144,-0.07532699725488239,2,-6.08210751613652,0.0,True
69,Brainstem_right,4,0.0,0.7859083335957928,1,-11.281659281558104,0.0,True
70,Central_Gray_right,4,0.300784867911138,1.0456516000988902,2,-8.040235799305318,0.0,True
71,Cerebellum_right,4,0.4601646965633832,-1.4351235063504582,2,-2.500282964087219,0.037,True
72,Cg_right,5,0.34977003507407856,-0.06756112144957391,2,-5.606918378003742,0.001,True
73,DI_right,2,0.0,0.6099775504692285,1,-13.35711756404851,0.0,True
74,DLEnt_right,6,0.46817779824261996,-2.376197780962178,2,-3.92502466962737,0.005,True
75,Ect_right,6,0.44778119783203996,-0.6772587218137371,2,-6.198849392659945,0.0,True
76,GI_right,2,0.0,1.0716760990263114,1,-13.48796090333257,0.0,True
77,Hipp_CA1_A_right,6,0.33222590421075826,0.6740277069815266,2,-8.90974085904356,0.0,True
78,Hipp_CA1_P_right,6,0.23324902612927256,1.1313962487149731,2,-10.945975728431591,0.0,True
79,Hipp_CA2_right,6,0.33894825295592224,-0.015663690500783613,2,-8.444213398659612,0.0,True
80,Hipp_CA3_A_right,6,0.2987939087831768,-1.1971031215117363,2,-6.6793600013009256,0.0,True
81,Hipp_CA3_P_right,6,0.1451582947855532,0.6793582758958155,2,-10.775704111335953,0.0,True
82,Hipp_dentegyrus_A_right,6,0.4625890950771998,-0.5882187094974928,2,-6.066556254672605,0.0,True
83,Hipp_dentegyrus_P_right,6,0.33304423388305127,0.5942139756557909,2,-8.536876640581598,0.0,True
84,Hipp_FC_right,3,0.4265465662864808,-0.3084893669826116,2,-5.298310200182255,0.001,True
85,Hipp_Sub_A_right,6,0.5222287634089988,0.5814521566250083,2,-6.688004812611203,0.0,True
86,Hipp_Sub_P_right,6,0.32383065782485465,0.08915016719348114,2,-8.214355177681007,0.0,True
87,Hypothalamus_right,1,0.0,-0.5913305489208242,1,-9.630673871204012,0.0,True
88,IL_right,1,0.0,1.5278847424807454,1,-12.58508125033645,0.0,True
89,Inferior_Colliculus_right,4,0.16999894735675736,0.7353006318979173,2,-9.0094845457058,0.0,True
90,LSeptn_right,1,0.0,1.228422484598872,1,-13.577227839520823,0.0,True
91,M1_right,5,0.26861625934824607,1.643019118154595,2,-9.907962403149131,0.0,True
92,M2_right,5,0.4988398766975942,0.08831534591629567,2,-4.240211281631553,0.005,True
93,Olfactory_Bulb_right,1,0.08680704363152658,1.072465471556981,2,-9.958941311289362,0.0,True
94,Piriform_right,1,0.4470250385325242,0.2432580240261951,2,-6.295556240026211,0.0,True
95,PrL_right,1,0.4524050967725749,0.10620550901568677,2,-5.182427830694181,0.001,True
96,Rest_of_Midbrain_right,3,0.6560663133166889,-1.4387630719635323,3,-1.6393142256808018,0.065,False
97,RSD_right,3,0.4553011001694124,-0.9546381009102126,2,-3.774581290062926,0.008,True
98,RSGb_right,3,0.31090014085552153,1.6087929000980554,2,-11.169302865443044,0.0,True
99,RSGc_right,3,0.4299258525301669,0.08967416902937303,2,-6.53803531026042,0.0,True
100,S1BF_right,5,0.2477806117122744,-1.4907464143204858,2,-4.690520976872979,0.004,True
