roi_index,roi_name,module,module_Q,module_significant
0,Acumbens_left,1,0.1708812949534545,True
1,AID_left,2,0.12836114425723624,True
2,AIP_left,2,0.12836114425723624,True
3,AIV_left,2,0.12836114425723624,True
4,Amygdala_left,3,0.06373935659763413,True
5,Au1_left,4,-4.227336778590072e-28,False
6,AUD_left,5,-4.227336778590072e-28,False
7,AuV_left,6,-4.227336778590072e-28,False
8,Brainstem_left,2,0.12836114425723624,True
9,Cent_Gray_left,7,0.13385747362548037,True
10,Cerebellum_left,2,0.12836114425723624,True
11,Cg_left,1,0.1708812949534545,True
12,DI_left,1,0.1708812949534545,True
13,DLEnt_left,8,-4.227336778590072e-28,False
14,DLO_left,9,-4.227336778590072e-28,False
15,Ect_left,10,-4.227336778590072e-28,False
16,Fr3_left,11,-4.227336778590072e-28,False
17,GI_left,1,0.1708812949534545,True
18,Hipp_A_left,7,0.13385747362548037,True
19,Hipp_P_left,7,0.13385747362548037,True
20,MEnt_left,12,-4.227336778590072e-28,False
21,MPtA_left,13,-4.227336778590072e-28,False
22,Olfactory_bulb_left,14,-4.227336778590072e-28,False
23,Piriform_left,2,0.12836114425723624,True
24,PRh_left,15,-4.227336778590072e-28,False
25,PrL_left,2,0.12836114425723624,True
26,PtPD_left,16,-4.227336778590072e-28,False
27,Rest_of_Midbrain_left,7,0.13385747362548037,True
28,RSD_left,17,-4.227336778590072e-28,False
29,RSGb_left,18,-4.227336778590072e-28,False
30,RSGc_left,19,-4.227336778590072e-28,False
31,S1BF_left,20,-4.227336778590072e-28,False
32,S1DZ_left,21,-4.227336778590072e-28,False
33,S1HL_left,22,-4.227336778590072e-28,False
34,S1J_left,7,0.13385747362548037,True
35,S1_left,23,-4.227336778590072e-28,False
36,S1Sh_left,24,-4.227336778590072e-28,False
37,S1Tr_left,25,-4.227336778590072e-28,False
38,S1ULp_left,26,-4.227336778590072e-28,False
39,S2_left,27,-4.227336778590072e-28,False
40,SaA_left,1,0.1708812949534545,True
41,SaM_left,3,0.06373935659763413,True
42,SaP_left,3,0.06373935659763413,True
43,Superior_Colliculus_left,7,0.13385747362548037,True
44,TeA_left,28,-4.227336778590072e-28,False
45,Thalamus_A_left,3,0.06373935659763413,True
46,Thalamus_P_left,7,0.13385747362548037,True
47,V1B_left,29,-4.227336778590072e-28,False
48,V1_left,30,-4.227336778590072e-28,False
49,V2L_left,31,-4.227336778590072e-28,False
50,V2ML_left,32,-4.227336778590072e-28,False
51,V2MM_left,33,-4.227336778590072e-28,False
52,VP_mfb_left,34,-4.227336778590072e-28,False
53,VTA_left,35,-4.227336778590072e-28,False
54,Acumbens_right,1,0.1708812949534545,True
55,AIP_right,36,-4.227336778590072e-28,False
56,AIV_right,37,-4.227336778590072e-28,False
57,Au1_right,38,-4.227336778590072e-28,False
58,AUD_right,39,-4.227336778590072e-28,False
59,AuV_right,40,-4.227336778590072e-28,False
60,Brainstem_right,2,0.12836114425723624,True
61,Central_Gray_right,7,0.13385747362548037,True
62,Cerebellum_right,2,0.12836114425723624,True
63,Cg_right,1,0.1708812949534545,True
64,DI_right,41,-4.227336778590072e-28,False
65,DLEnt_right,42,-4.227336778590072e-28,False
66,Ect_right,43,-4.227336778590072e-28,False
67,Fr3_right,44,-4.227336778590072e-28,False
68,GIDI_right,45,-4.227336778590072e-28,False
69,GI_right,46,-4.227336778590072e-28,False
70,Hipp_P_right,47,-4.227336778590072e-28,False
71,Hypothalamus_right,3,0.06373935659763413,True
72,IL_right,2,0.12836114425723624,True
73,Inferior_Colliculus_right,7,0.13385747362548037,True
74,LSeptn_right,1,0.1708812949534545,True
75,M1_right,48,-4.227336778590072e-28,False
76,M2_right,49,-4.227336778590072e-28,False
77,PtPR_right,50,-4.227336778590072e-28,False
78,Rest_of_Midbrain_right,7,0.13385747362548037,True
79,RSD_right,51,-4.227336778590072e-28,False
80,RSGb_right,52,-4.227336778590072e-28,False
81,RSGc_right,53,-4.227336778590072e-28,False
82,S1BF_right,54,-4.227336778590072e-28,False
83,S1DZ0_right,55,-4.227336778590072e-28,False
84,S1DZ_right,56,-4.227336778590072e-28,False
85,S1FL_right,57,-4.227336778590072e-28,False
86,S1HL_right,58,-4.227336778590072e-28,False
87,S1J_right,59,-4.227336778590072e-28,False
88,S1_right,60,-4.227336778590072e-28,False
89,S1Sh_right,61,-4.227336778590072e-28,False
90,S1Tr_right,62,-4.227336778590072e-28,False
91,S2_right,63,-4.227336778590072e-28,False
92,SaA_right,1,0.1708812949534545,True
93,SaM_right,3,0.06373935659763413,True
94,SaP_right,3,0.06373935659763413,True
95,Substantia_Nigra_right,64,-4.227336778590072e-28,False
96,Superior_Colliculus_right,7,0.13385747362548037,True
97,TeA_right,65,-4.227336778590072e-28,False
98,Thalamus_A_right,3,0.06373935659763413,True
99,Thalamus_P_right,7,0.13385747362548037,True
100,V1B_right,66,-4.227336778590072e-28,False
101,V1M_right,67,-4.227336778590072e-28,False
102,V1_right,68,-4.227336778590072e-28,False
103,V2ML_right,69,-4.227336778590072e-28,False
104,V2MM_right,70,-4.227336778590072e-28,False
105,VP_mfb_right,71,-4.227336778590072e-28,False
106,VTA_right,72,-4.227336778590072e-28,False
